Code zone,Code Produit,Code année,Emission de CO2
255,6750,2016,0.0
255,6750,2017,0.0
255,6750,2018,0.0
255,6750,2019,0.0
255,6751,2015,-4876.7099
255,6751,2016,0.0
255,6751,2017,0.0
255,6751,2018,0.0
255,6751,2019,0.0
255,6993,2015,0.0
255,6993,2016,0.0
255,6993,2017,0.0
255,6993,2018,0.0
255,6993,2019,0.0
255,6994,2015,1518.4296
255,6994,2016,1655.2749
255,6994,2017,1727.9681
255,6994,2018,1710.6473
255,6994,2019,1741.1926
23,67292,2015,188.33700000000002
23,67292,2016,193.6554
23,67292,2017,202.9063
23,67292,2018,206.4279
23,67292,2019,206.4279
23,6750,2015,5286.621999999999
23,6750,2016,5036.768
23,6750,2017,5036.768
23,6750,2018,5036.768
23,6750,2019,5036.768
23,6751,2015,-4.51
23,6751,2016,-5.412000000000001
23,6751,2017,-5.412000000000001
23,6751,2018,-5.412000000000001
23,6751,2019,-5.412000000000001
23,6993,2015,1381.111
23,6993,2016,1160.5395
23,6993,2017,587.6246
23,6993,2018,1159.0538
23,6993,2019,2033.2823
23,6994,2015,81.1156
23,6994,2016,78.2691
23,6994,2017,71.1565
23,6994,2018,62.8596
23,6994,2019,61.7952
53,6750,2015,10796.016000000001
53,6750,2016,10753.1747
53,6750,2017,10753.1747
53,6750,2018,10753.1747
53,6750,2019,10753.1747
53,6751,2015,-85.6827
53,6751,2016,-42.8413
53,6751,2017,-42.8413
53,6751,2018,-42.8413
53,6751,2019,-42.8413
53,6993,2015,0.0
53,6993,2016,0.0
53,6993,2017,0.0
53,6993,2018,0.0
53,6993,2019,0.0
53,6994,2015,243.7143
53,6994,2016,344.6286
53,6994,2017,353.8909
53,6994,2018,397.4346
53,6994,2019,430.9867
17,6993,2015,0.0
17,6993,2016,0.0
17,6993,2017,0.0
17,6993,2018,0.0
17,6993,2019,0.0
17,6994,2015,30.978
17,6994,2016,46.2174
17,6994,2017,29.7983
17,6994,2018,40.5892
17,6994,2019,41.5896
18,6750,2015,0.0
18,6750,2016,0.0
18,6750,2017,0.0
18,6750,2018,0.0
18,6750,2019,0.0
18,6751,2015,-1316.8667
18,6751,2016,-1318.1982
18,6751,2017,-1318.1982
18,6751,2018,-1318.1982
18,6751,2019,-1318.1982
18,6993,2015,0.0
18,6993,2016,0.0
18,6993,2017,0.0
18,6993,2018,0.0
18,6993,2019,0.0
18,6994,2015,14.8387
18,6994,2016,15.4758
18,6994,2017,16.0545
18,6994,2018,17.9151
18,6994,2019,18.285999999999998
19,6750,2015,60163.6302
19,6750,2016,67700.9512
19,6750,2017,67700.9512
19,6750,2018,67700.9512
19,6750,2019,67700.9512
19,6751,2015,-385.0527
19,6751,2016,-318.9952
19,6751,2017,-318.9952
19,6751,2018,-318.9952
19,6751,2019,-318.9952
19,6993,2015,0.0
19,6993,2016,0.0
19,6993,2017,0.0
19,6993,2018,0.0
19,6993,2019,0.0
19,6994,2015,487.5917
19,6994,2016,500.4786
19,6994,2017,528.0108
19,6994,2018,553.2090000000001
19,6994,2019,567.355
80,67292,2015,49.9136
80,67292,2016,49.9136
80,67292,2017,49.9136
80,67292,2018,49.9136
80,67292,2019,49.9136
80,6750,2015,0.0
80,6750,2016,0.0
80,6750,2017,0.0
80,6750,2018,0.0
80,6750,2019,0.0
80,6751,2015,-3767.8133
80,6751,2016,-1785.5422
80,6751,2017,-1785.5422
80,6751,2018,-1785.5422
80,6751,2019,-1785.5422
80,6993,2015,34.2852
80,6993,2016,17.1424
80,6993,2017,85.7126
80,6993,2018,10.549000000000001
80,6993,2019,0.0
80,6994,2015,54.5988
80,6994,2016,57.4145
80,6994,2017,69.8121
80,6994,2018,146.5216
80,6994,2019,166.1564
20,67292,2015,813.2017
20,67292,2016,818.4069
20,67292,2017,814.8354
20,67292,2018,814.8354
20,67292,2019,814.8354
20,6750,2015,40513.8067
20,6750,2016,40513.8067
20,6750,2017,40513.8067
20,6750,2018,40513.8067
20,6750,2019,40513.8067
20,6751,2015,0.0
20,6751,2016,0.0
20,6751,2017,0.0
20,6751,2018,0.0
20,6751,2019,0.0
20,6993,2015,79401.8242
20,6993,2016,35171.8597
20,6993,2017,38383.0939
20,6993,2018,53766.350999999995
20,6993,2019,93422.4533
20,6994,2015,108.4713
20,6994,2016,146.0618
20,6994,2017,162.9935
20,6994,2018,163.6545
20,6994,2019,173.0474
21,67292,2015,305.531
21,67292,2016,306.4536
21,67292,2017,314.4022
21,67292,2018,316.4484
21,67292,2019,316.4484
21,6750,2015,780902.6977
21,6750,2016,653402.772
21,6750,2017,653402.772
21,6750,2018,653402.772
21,6750,2019,653402.772
21,6751,2015,-519221.8123
21,6751,2016,-269412.8448
21,6751,2017,-269412.8448
21,6751,2018,-269412.8448
21,6751,2019,-269412.8448
21,6993,2015,1907.4342
21,6993,2016,7849.1387
21,6993,2017,26.9466
21,6993,2018,3050.7439
21,6993,2019,9943.3025
21,6994,2015,23131.6695
21,6994,2016,19450.9013
21,6994,2017,24234.2335
21,6994,2018,24064.7317
21,6994,2019,24307.0567
26,67292,2015,327.5796
26,67292,2016,329.7181
26,67292,2017,323.3035
26,67292,2018,327.8312
26,67292,2019,327.8312
26,6750,2015,145.6774
26,6750,2016,17.9458
26,6750,2017,17.9458
26,6750,2018,17.9458
26,6750,2019,17.9458
26,6751,2015,-145.6774
26,6751,2016,-17.9458
26,6751,2017,-17.9458
26,6751,2018,-17.9458
26,6751,2019,-17.9458
26,6993,2015,41.8134
26,6993,2016,46.1979
26,6993,2017,0.0
26,6993,2018,0.0
26,6993,2019,8.1279
26,6994,2015,13.2815
26,6994,2016,12.4471
26,6994,2017,21.1015
26,6994,2018,26.2333
26,6994,2019,28.8505
27,67292,2015,1177.0785
27,67292,2016,1176.4217
27,67292,2017,1175.7732
27,67292,2018,1172.6431
27,67292,2019,1172.6431
27,6750,2015,0.0
27,6750,2016,3247.7940000000003
27,6750,2017,3247.7940000000003
27,6750,2018,3247.7940000000003
27,6750,2019,3247.7940000000003
27,6751,2015,-13293.126
27,6751,2016,-38226.474
27,6751,2017,-38226.474
27,6751,2018,-38226.474
27,6751,2019,-38226.474
27,6993,2015,12.995999999999999
27,6993,2016,19.6822
27,6993,2017,21.7548
27,6993,2018,15.35
27,6993,2019,50.1959
27,6994,2015,569.2458
27,6994,2016,526.4281
27,6994,2017,530.3529
27,6994,2018,548.0835
27,6994,2019,543.976
233,6750,2015,6507.3067
233,6750,2016,6504.96
233,6750,2017,6504.96
233,6750,2018,6504.96
233,6750,2019,6504.96
233,6751,2015,-638.2933
233,6751,2016,17596.48
233,6751,2017,17596.48
233,6751,2018,17596.48
233,6751,2019,17596.48
233,6993,2015,0.0
233,6993,2016,0.0
233,6993,2017,0.0
233,6993,2018,0.0
233,6993,2019,0.0
233,6994,2015,218.2115
233,6994,2016,212.9927
233,6994,2017,275.8132
233,6994,2018,318.08
233,6994,2019,345.7606
29,67292,2015,3534.027
29,67292,2016,3498.415
29,67292,2017,3491.4288
29,67292,2018,3475.9987
29,67292,2019,3475.9987
29,6750,2015,0.0
29,6750,2016,0.0
29,6750,2017,0.0
29,6750,2018,0.0
29,6750,2019,0.0
29,6751,2015,-4943.8212
29,6751,2016,0.0
29,6751,2017,0.0
29,6751,2018,0.0
29,6751,2019,0.0
29,6993,2015,928.5355
29,6993,2016,1406.2448
29,6993,2017,1167.2132
29,6993,2018,1491.7379999999998
29,6993,2019,1476.7248
29,6994,2015,26.3511
29,6994,2016,32.2568
29,6994,2017,37.3793
29,6994,2018,47.1382
29,6994,2019,51.6823
35,6750,2015,0.0
35,6750,2016,0.0
35,6750,2017,0.0
35,6750,2018,0.0
35,6750,2019,0.0
35,6751,2015,-62.92
35,6751,2016,-62.92
35,6751,2017,-62.92
35,6751,2018,-62.92
35,6751,2019,-62.92
35,6993,2015,0.0
35,6993,2016,0.0
35,6993,2017,0.0
35,6993,2018,0.0
35,6993,2019,0.0
35,6994,2015,22.2683
35,6994,2016,24.4379
35,6994,2017,26.0346
35,6994,2018,26.715
35,6994,2019,27.7414
115,6750,2015,79445.3304
115,6750,2016,31230.0278
115,6750,2017,31230.0278
115,6750,2018,31230.0278
115,6750,2019,31230.0278
115,6751,2015,-14521.9722
115,6751,2016,-2224.4618
115,6751,2017,-2224.4618
115,6751,2018,-2224.4618
115,6751,2019,-2224.4618
115,6993,2015,0.0
115,6993,2016,0.0
115,6993,2017,0.0
115,6993,2018,0.0
115,6993,2019,0.0
115,6994,2015,147.5961
115,6994,2016,172.2596
115,6994,2017,169.5136
115,6994,2018,186.9498
115,6994,2019,197.2137
32,67292,2015,1989.2001
32,67292,2016,2061.4296
32,67292,2017,2058.6922
32,67292,2018,2039.7766
32,67292,2019,2039.7766
32,6750,2015,32850.62
32,6750,2016,32850.62
32,6750,2017,32850.62
32,6750,2018,32850.62
32,6750,2019,32850.62
32,6751,2015,-1132.78
32,6751,2016,-1132.78
32,6751,2017,-1132.78
32,6751,2018,-1132.78
32,6751,2019,-1132.78
32,6993,2015,5618.2487
32,6993,2016,5505.2982
32,6993,2017,6286.844
32,6993,2018,4070.6101
32,6993,2019,11517.5678
32,6994,2015,90.2777
32,6994,2016,93.0479
32,6994,2017,88.2354
32,6994,2018,88.6769
32,6994,2019,81.5477
33,67292,2015,19668.7334
33,67292,2016,19708.9083
33,67292,2017,19737.4973
33,67292,2018,19873.5852
33,67292,2019,19873.5852
33,6750,2015,92546.3974
33,6750,2016,96117.2071
33,6750,2017,96117.2071
33,6750,2018,96117.2071
33,6750,2019,96117.2071
33,6751,2015,22975.7406
33,6751,2016,-80719.7361
33,6751,2017,-80719.7361
33,6751,2018,-80719.7361
33,6751,2019,-80719.7361
33,6993,2015,67773.3183
33,6993,2016,30365.0064
33,6993,2017,37143.5767
33,6993,2018,12052.4588
33,6993,2019,25703.4804
33,6994,2015,17579.3763
33,6994,2016,17730.8555
33,6994,2017,18243.5001
33,6994,2018,19022.2115
33,6994,2019,19367.7106
40,67292,2015,390.7149
40,67292,2016,394.1212
40,67292,2017,397.6095
40,67292,2018,407.244
40,67292,2019,407.244
40,6750,2015,0.0
40,6750,2016,0.0
40,6750,2017,0.0
40,6750,2018,0.0
40,6750,2019,0.0
40,6751,2015,-81741.4793
40,6751,2016,-58269.1025
40,6751,2017,-58269.1025
40,6751,2018,-58269.1025
40,6751,2019,-58269.1025
40,6993,2015,1.8846
40,6993,2016,9.4224
40,6993,2017,0.0
40,6993,2018,0.0
40,6993,2019,263.935
40,6994,2015,681.688
40,6994,2016,828.2308
40,6994,2017,1419.6441
40,6994,2018,1492.1333
40,6994,2019,1666.266
351,67292,2015,1662.1947
351,67292,2016,1664.0558
351,67292,2017,1664.0539
351,67292,2018,1664.0539
351,67292,2019,1664.0539
351,6750,2015,0.0
351,6750,2016,0.0
351,6750,2017,0.0
351,6750,2018,0.0
351,6750,2019,0.0
351,6751,2015,-711829.4709999999
351,6751,2016,-651765.3001
351,6751,2017,-651765.3001
351,6751,2018,-651765.3001
351,6751,2019,-651765.3001
351,6993,2015,188.4922
351,6993,2016,73.5237
351,6993,2017,1338.6307
351,6993,2018,175.2894
351,6993,2019,169.6774
351,6994,2015,119864.2588
351,6994,2016,123543.2997
351,6994,2017,126787.0148
351,6994,2018,113191.194
351,6994,2019,112198.51199999999
96,6993,2015,0.0
96,6993,2016,0.0
96,6993,2017,0.0
96,6993,2018,0.0
96,6993,2019,0.0
96,6994,2015,651.7127
96,6994,2016,691.32
96,6994,2017,762.7305
96,6994,2018,713.0743
96,6994,2019,740.4765
128,6993,2015,0.0
128,6993,2016,0.0
128,6993,2017,0.0
128,6993,2018,0.0
128,6993,2019,0.0
128,6994,2015,33.8183
128,6994,2016,32.4909
128,6994,2017,31.2747
128,6994,2018,30.0802
128,6994,2019,29.1717
41,67292,2015,1662.1947
41,67292,2016,1664.0558
41,67292,2017,1664.0539
41,67292,2018,1664.0539
41,67292,2019,1664.0539
41,6750,2015,0.0
41,6750,2016,0.0
41,6750,2017,0.0
41,6750,2018,0.0
41,6750,2019,0.0
41,6751,2015,-711829.4709999999
41,6751,2016,-651765.3001
41,6751,2017,-651765.3001
41,6751,2018,-651765.3001
41,6751,2019,-651765.3001
41,6993,2015,188.4922
41,6993,2016,73.5237
41,6993,2017,1338.6307
41,6993,2018,175.2894
41,6993,2019,169.6774
41,6994,2015,119178.7278
41,6994,2016,122819.4888
41,6994,2017,125993.0096
41,6994,2018,112448.0395
41,6994,2019,111428.8638
214,6993,2015,0.0
214,6993,2016,0.0
214,6993,2017,0.0
214,6993,2018,0.0
214,6993,2019,0.0
50,6750,2015,8.9649
50,6750,2016,30.3359
50,6750,2017,30.3359
50,6750,2018,30.3359
50,6750,2019,30.3359
50,6751,2015,-326.1576
50,6751,2016,-279.047
50,6751,2017,-279.047
50,6751,2018,-279.047
50,6751,2019,-279.047
50,6993,2015,0.0
50,6993,2016,0.0
50,6993,2017,0.0
50,6993,2018,0.0
50,6993,2019,0.0
50,6994,2015,101.1391
50,6994,2016,98.4062
50,6994,2017,101.3139
50,6994,2018,99.7746
50,6994,2019,101.5852
44,67292,2015,784.4855
44,67292,2016,789.9641
44,67292,2017,797.9338
44,67292,2018,797.9338
44,67292,2019,797.9338
44,6750,2015,59250.2035
44,6750,2016,82452.6637
44,6750,2017,82452.6637
44,6750,2018,82452.6637
44,6750,2019,82452.6637
44,6751,2015,-3534.3359
44,6751,2016,-281.4225
44,6751,2017,-281.4225
44,6751,2018,-281.4225
44,6751,2019,-281.4225
44,6993,2015,872.7602
44,6993,2016,16973.8527
44,6993,2017,0.0
44,6993,2018,179.6891
44,6993,2019,3234.3643
44,6994,2015,3653.9161
44,6994,2016,3697.099
44,6994,2017,3856.8512
44,6994,2018,3938.6979
44,6994,2019,3909.1093
45,6750,2015,59.8556
45,6750,2016,59.8556
45,6750,2017,59.8556
45,6750,2018,59.8556
45,6750,2019,59.8556
45,6751,2015,0.0
45,6751,2016,0.0
45,6751,2017,0.0
45,6751,2018,0.0
45,6751,2019,0.0
45,6993,2015,0.0
45,6993,2016,0.0
45,6993,2017,0.0
45,6993,2018,0.0
45,6993,2019,0.0
45,6994,2015,7.867999999999999
45,6994,2016,10.3233
45,6994,2017,11.0928
45,6994,2018,11.9465
45,6994,2019,13.0533
46,67292,2015,3604.6604
46,67292,2016,3659.0547
46,67292,2017,3692.9192
46,67292,2018,3719.2786
46,67292,2019,3719.2786
46,6750,2015,5869.6
46,6750,2016,6750.04
46,6750,2017,6750.04
46,6750,2018,6750.04
46,6750,2019,6750.04
46,6751,2015,0.0
46,6751,2016,0.0
46,6751,2017,0.0
46,6751,2018,0.0
46,6751,2019,0.0
46,6993,2015,15387.7603
46,6993,2016,15807.3599
46,6993,2017,9649.4447
46,6993,2018,13856.9434
46,6993,2019,12554.5473
46,6994,2015,36.7718
46,6994,2016,30.92
46,6994,2017,35.8795
46,6994,2018,37.1266
46,6994,2019,36.4846
48,67292,2015,149.4216
48,67292,2016,149.4216
48,67292,2017,144.2352
48,67292,2018,141.1394
48,67292,2019,141.1394
48,6750,2015,0.0
48,6750,2016,0.0
48,6750,2017,0.0
48,6750,2018,0.0
48,6750,2019,0.0
48,6751,2015,-7441.0747
48,6751,2016,-7441.984
48,6751,2017,-7441.984
48,6751,2018,-7441.984
48,6751,2019,-7441.984
48,6993,2015,12.8379
48,6993,2016,64.1898
48,6993,2017,0.0
48,6993,2018,0.0
48,6993,2019,0.0
48,6994,2015,148.3599
48,6994,2016,165.5622
48,6994,2017,174.949
48,6994,2018,144.3174
48,6994,2019,143.7938
