Code Produit,Code année,Emission de ch4,Emission de CO2,Emission de N2O,Emission indirecte de NO2
69921,2018,0.0602,,,
69921,2019,0.1058,,,
6993,2015,1.0377,84.0565,,
6993,2016,0.0184,1.6576,,
6993,2017,1.5577,126.5125,,
6993,2018,0.1347,10.9081,,
6993,2019,0.0916,7.7131,,
6994,2015,0.1322,593.5099,,
6994,2016,0.1612,644.7536,,
6994,2017,0.203,776.0975,,
6994,2018,0.1802,613.2818,,
6994,2019,0.1939,636.9764,,
5058,2015,41.7315,,,
5058,2016,41.6329,,,
5058,2017,42.0093,,,
5058,2018,39.2452,,,
5058,2019,39.3718,,,
5059,2015,13.7539,,,
5059,2016,13.7015,,,
5059,2017,13.4686,,,
5059,2018,12.6911,,,
5059,2019,12.5746,,,
5066,2015,0.865,,,
5066,2016,0.8657,,,
5066,2017,0.7951,,,
5066,2018,0.785,,,
5066,2019,0.8455,,,
6795,2015,0.0439,,,
6795,2016,0.0326,,,
6795,2017,0.4659,,,
6795,2018,0.0098,,,
6795,2019,0.0309,,,
6992,2015,0.0823,,,
6992,2016,0.0,,,
6992,2017,0.1147,,,
6992,2018,0.0025,,,
6992,2019,0.0399,,,
69921,2015,0.0,,,
69921,2016,0.0,,,
69921,2017,0.0,,,
69921,2018,0.0,,,
69921,2019,0.0,,,
6993,2015,0.0,0.0,,
6993,2016,0.0,0.0,,
6993,2017,0.0,0.0,,
6993,2018,0.0,0.0,,
6993,2019,0.0,0.0,,
6994,2015,0.107,678.8584,,
6994,2016,0.0878,678.4639,,
6994,2017,0.0914,671.1757,,
6994,2018,0.0923,687.3437,,
6994,2019,0.0861,686.6882,,
5058,2015,263.3888,,,
5058,2016,262.617,,,
5058,2017,253.8285,,,
5058,2018,251.1381,,,
5058,2019,248.3489,,,
5059,2015,8.5052,,,
5059,2016,8.8071,,,
5059,2017,8.7265,,,
5059,2018,8.9518,,,
5059,2019,9.0553,,,
5060,2015,31.4065,,,
5060,2016,39.2045,,,
5060,2017,31.4597,,,
5060,2018,37.4405,,,
5060,2019,30.3526,,,
5066,2015,1.3347,,,
5066,2016,1.4080000000000001,,,
5066,2017,1.4534,,,
5066,2018,1.1379,,,
5066,2019,0.8682,,,
6795,2015,1.2967,,,
6795,2016,0.6203,,,
6795,2017,1.1165,,,
6795,2018,0.442,,,
6795,2019,0.4216,,,
6992,2015,1.0166,,,
6992,2016,0.2621,,,
6992,2017,0.7225,,,
6992,2018,0.2179,,,
6992,2019,0.0681,,,
69921,2015,0.7709,,,
69921,2016,0.2348,,,
69921,2017,0.6754,,,
69921,2018,0.1558,,,
69921,2019,0.0582,,,
6993,2015,0.0,0.0,,
6993,2016,0.0,0.0,,
6993,2017,0.0,0.0,,
6993,2018,0.0,0.0,,
6993,2019,0.0,0.0,,
6994,2015,0.2237,1862.464,,
6994,2016,0.3222,2619.7491,,
6994,2017,0.3115,2527.1003,,
6994,2018,0.2945,2393.9221,,
6994,2019,0.3147,2550.4052,,
5058,2015,143.1222,,,
5058,2016,144.3662,,,
5058,2017,142.9141,,,
5058,2018,142.3513,,,
5058,2019,140.3011,,,
5059,2015,97.9544,,,
5059,2016,97.2415,,,
5059,2017,96.9132,,,
5059,2018,98.8179,,,
5059,2019,99.2706,,,
5066,2015,0.7059,,,
5066,2016,0.645,,,
5066,2017,0.6473,,,
5066,2018,0.4769,,,
5066,2019,0.6339,,,
6795,2018,0.0012,,,
6992,2015,0.0,,,
6992,2016,0.0,,,
6992,2017,0.0,,,
6992,2018,0.01,,,
6992,2019,0.0,,,
69921,2015,0.0,,,
69921,2016,0.0,,,
69921,2017,0.0,,,
69921,2018,0.0,,,
69921,2019,0.0,,,
6993,2015,0.0064,0.9448,,
6993,2016,0.0,0.0,,
6993,2017,0.0,0.0,,
6993,2018,0.0045,0.6611,,
6993,2019,0.0,0.0,,
6994,2015,0.5727,1677.0699,,
6994,2016,0.4646,1645.2526,,
6994,2017,0.3543,1513.1232,,
6994,2018,0.3062,1475.2506,,
6994,2019,0.2196,1437.795,,
5058,2015,18.0306,,,
5058,2016,17.957,,,
5058,2017,17.9409,,,
5058,2018,17.9492,,,
5058,2019,17.9575,,,
5059,2015,0.7015,,,
5059,2016,0.6990000000000001,,,
5059,2017,0.6984,,,
5059,2018,0.6987,,,
5059,2019,0.6990000000000001,,,
5066,2015,0.0,,,
5066,2016,0.0,,,
5066,2017,0.0,,,
5066,2018,0.0,,,
5066,2019,0.0,,,
6992,2015,0.0,,,
6992,2016,0.0,,,
6992,2017,0.0,,,
6992,2018,0.0,,,
6992,2019,0.0,,,
69921,2015,0.0,,,
69921,2016,0.0,,,
69921,2017,0.0,,,
69921,2018,0.0,,,
69921,2019,0.0,,,
6993,2015,0.0,0.0,,
6993,2016,0.0,0.0,,
6993,2017,0.0,0.0,,
6993,2018,0.0,0.0,,
6993,2019,0.0,0.0,,
6994,2015,0.001,12.9434,,
6994,2016,0.0012,15.2354,,
6994,2017,0.0014,17.0955,,
6994,2018,0.0012,15.4776,,
6994,2019,0.0013,15.9777,,
5058,2015,0.9947,,,
5058,2016,0.9945,,,
5058,2017,0.9991,,,
5058,2018,1.0025,,,
5058,2019,1.0058,,,
5059,2015,0.0258,,,
5059,2016,0.0259,,,
5059,2017,0.0259,,,
5059,2018,0.026000000000000002,,,
5059,2019,0.026000000000000002,,,
5066,2015,0.0007,,,
5066,2016,0.0007,,,
5066,2017,0.0007,,,
5066,2018,0.0007,,,
5066,2019,0.0007,,,
6992,2015,0.0,,,
6992,2016,0.0,,,
6992,2017,0.0,,,
6992,2018,0.0,,,
6992,2019,0.0,,,
69921,2015,0.0,,,
69921,2016,0.0,,,
69921,2017,0.0,,,
69921,2018,0.0,,,
69921,2019,0.0,,,
6993,2015,0.0,0.0,,
6993,2016,0.0,0.0,,
6993,2017,0.0,0.0,,
6993,2018,0.0,0.0,,
6993,2019,0.0,0.0,,
6994,2015,0.0009,5.8835,,
6994,2016,0.0009,5.9935,,
6994,2017,0.0009,5.8063,,
6994,2018,0.001,7.8898,,
6994,2019,0.001,8.2677,,
5058,2015,451.4775,,,
5058,2016,443.2157,,,
5058,2017,417.3554,,,
5058,2018,407.9932,,,
5058,2019,428.0142,,,
5059,2015,15.0313,,,
5059,2016,15.0223,,,
5059,2017,14.3293,,,
5059,2018,13.9319,,,
5059,2019,14.4584,,,
5060,2015,143.0388,,,
5060,2016,159.2326,,,
5060,2017,153.9126,,,
5060,2018,101.101,,,
5060,2019,223.729,,,
5066,2015,5.4394,,,
5066,2016,5.3812,,,
5066,2017,5.3437,,,
5066,2018,4.0462,,,
5066,2019,5.6438,,,
6795,2015,0.0233,,,
6795,2016,0.0274,,,
6795,2017,0.0474,,,
6795,2018,0.0456,,,
6795,2019,0.1122,,,
6992,2015,0.0,,,
6992,2016,0.0,,,
6992,2017,0.0,,,
6992,2018,0.0,,,
6992,2019,0.0,,,
69921,2015,0.0,,,
69921,2016,0.0,,,
69921,2017,0.0,,,
69921,2018,0.0,,,
69921,2019,0.0,,,
6993,2015,0.0,0.0,,
6993,2016,0.0,0.0,,
6993,2017,0.0,0.0,,
6993,2018,0.0,0.0,,
6993,2019,0.0,0.0,,
6994,2015,0.556,3517.0662,,
6994,2016,0.5851,3646.077,,
6994,2017,0.5891,3803.3504,,
6994,2018,0.5844,3719.0982,,
6994,2019,0.5928,3740.3726,,
5058,2015,63.1422,,,
5058,2016,58.0038,,,
5058,2017,55.4111,,,
5058,2018,53.8944,,,
5058,2019,52.4954,,,
5059,2015,1.7081,,,
5059,2016,1.7001,,,
5059,2017,1.6774,,,
5059,2018,1.5467,,,
5059,2019,1.4802,,,
5060,2015,0.1697,,,
5060,2016,0.1116,,,
5060,2017,0.1254,,,
5060,2018,0.0996,,,
5060,2019,0.1528,,,
5066,2015,0.9158,,,
5066,2016,0.9643,,,
5066,2017,0.9105,,,
5066,2018,0.8764,,,
5066,2019,1.0033,,,
6795,2015,0.1844,,,
6795,2016,0.0105,,,
6795,2017,0.1794,,,
6795,2018,0.1365,,,
6795,2019,0.1443,,,
6992,2015,0.5802,,,
6992,2016,0.0145,,,
6992,2017,0.5423,,,
6992,2018,0.1664,,,
6992,2019,0.3474,,,
69921,2015,0.191,,,
69921,2016,0.0021,,,
69921,2017,0.22,,,
69921,2018,0.0747,,,
69921,2019,0.0747,,,
6993,2015,0.0,0.0,,
6993,2016,0.0,0.0,,
6993,2017,0.0,0.0,,
6993,2018,0.0,0.0,,
6993,2019,0.0,0.0,,
6994,2015,0.0416,223.93400000000003,,
6994,2016,0.0409,225.5682,,
6994,2017,0.0374,223.8777,,
6994,2018,0.0324,230.452,,
6994,2019,0.0316,237.9714,,
5058,2015,45.6501,,,
5058,2016,46.2421,,,
5058,2017,47.3805,,,
5058,2018,47.6403,,,
5058,2019,48.3775,,,
5059,2015,2.6747,,,
5059,2016,2.714,,,
5059,2017,2.7787,,,
5059,2018,2.7999,,,
5059,2019,2.8438,,,
5066,2015,0.0003,,,
5066,2016,0.0005,,,
5066,2017,0.0015,,,
5066,2018,0.0011,,,
5066,2019,0.0007,,,
6992,2015,0.0,,,
6992,2016,0.0,,,
6992,2017,0.0,,,
6992,2018,0.0,,,
6992,2019,0.0,,,
69921,2015,0.0,,,
69921,2016,0.0,,,
69921,2017,0.0,,,
69921,2018,0.0,,,
69921,2019,0.0,,,
6993,2015,0.0,0.0,,
6993,2016,0.0,0.0,,
6993,2017,0.0,0.0,,
6993,2018,0.0,0.0,,
6993,2019,0.0,0.0,,
6994,2015,1.4807,4190.1721,,
6994,2016,1.0759,2848.7058,,
6994,2017,0.7277,2372.1689,,
6994,2018,0.4483,2133.1351,,
6994,2019,0.3331,1746.9763,,
5058,2015,254.025,,,
5058,2016,254.4206,,,
5058,2017,256.715,,,
5058,2018,248.3507,,,
5058,2019,265.7072,,,
5059,2015,9.567,,,
5059,2016,9.0383,,,
5059,2017,9.0576,,,
5059,2018,9.0058,,,
5059,2019,9.2339,,,
5060,2015,78.7746,,,
5060,2016,76.9007,,,
5060,2017,75.20100000000001,,,
5060,2018,62.6426,,,
5060,2019,54.0273,,,
5066,2015,1.8727,,,
5066,2016,1.5587,,,
5066,2017,1.6996,,,
5066,2018,1.6063,,,
5066,2019,1.4708,,,
6795,2015,0.1973,,,
6795,2016,0.9314,,,
6795,2017,0.1798,,,
6795,2018,0.2546,,,
6795,2019,0.6882,,,
6992,2015,0.3605,,,
6992,2016,0.207,,,
6992,2017,0.0322,,,
6992,2018,0.1784,,,
6992,2019,0.3453,,,
69921,2015,0.0187,,,
69921,2016,0.0311,,,
69921,2017,0.0,,,
69921,2018,0.0124,,,
69921,2019,0.0332,,,
6993,2015,0.0,0.0,,
6993,2016,0.0,0.0,,
6993,2017,0.0,0.0,,
6993,2018,0.0,0.0,,
6993,2019,0.0,0.0,,
6994,2015,0.4033,727.8078,,
6994,2016,0.3437,485.3325,,
6994,2017,0.3732,546.6302,,
6994,2018,0.3734,597.1939,,
6994,2019,0.3658,560.8142,,
5058,2015,113.596,,,
5058,2016,114.9984,,,
5058,2017,114.8973,,,
5058,2018,115.3613,,,
5058,2019,115.8253,,,
5059,2015,3.9118,,,
5059,2016,3.9593,,,
5059,2017,3.9614,,,
5059,2018,3.9813,,,
5059,2019,4.0012,,,
5066,2015,0.081,,,
5066,2016,0.081,,,
5066,2017,0.081,,,
5066,2018,0.081,,,
5066,2019,0.081,,,
6795,2015,0.0402,,,
6795,2016,0.009000000000000001,,,
6795,2017,0.0104,,,
6795,2018,0.0008,,,
6795,2019,0.0805,,,
6992,2015,0.0,,,
6992,2016,0.0,,,
6992,2017,0.0,,,
6992,2018,0.0,,,
6992,2019,0.0,,,
69921,2015,0.0,,,
69921,2016,0.0,,,
69921,2017,0.0,,,
69921,2018,0.0,,,
69921,2019,0.0,,,
6993,2015,0.0,0.0,,
6993,2016,0.0,0.0,,
6993,2017,0.0,0.0,,
6993,2018,0.0,0.0,,
6993,2019,0.0,0.0,,
6994,2015,0.0025,16.0808,,
6994,2016,0.0026,17.2359,,
6994,2017,0.0029,21.3436,,
6994,2018,0.003,22.1815,,
6994,2019,0.0031,23.5432,,
5058,2015,601.075,,,
5058,2016,600.8958,,,
5058,2017,608.112,,,
5058,2018,611.1575,,,
5058,2019,613.1779,,,
5059,2015,295.3522,,,
5059,2016,301.942,,,
5059,2017,307.5253,,,
5059,2018,304.9004,,,
5059,2019,308.8056,,,
5060,2015,55.0822,,,
5060,2016,55.0731,,,
5060,2017,54.2324,,,
5060,2018,52.925,,,
5060,2019,52.0985,,,
5066,2015,3.5881,,,
5066,2016,3.5697,,,
5066,2017,3.3244,,,
5066,2018,3.2551,,,
5066,2019,3.1906,,,
6795,2015,0.6191,,,
6795,2016,0.4011,,,
6795,2017,1.0107,,,
6795,2018,0.0931,,,
6795,2019,0.4682,,,
6992,2015,0.4163,,,
6992,2016,0.4457,,,
6992,2017,1.1962,,,
6992,2018,0.0673,,,
6992,2019,0.4009,,,
69921,2015,0.0,,,
69921,2016,0.0,,,
69921,2017,0.0,,,
69921,2018,0.0,,,
69921,2019,0.0,,,
6993,2015,0.0511,7.5332,,
6993,2016,0.0,0.0,,
6993,2017,0.0128,1.8833,,
6993,2018,0.0,0.0,,
6993,2019,0.0,0.0,,
6994,2015,0.6372,5981.001,,
6994,2016,0.6551,6399.1763,,
6994,2017,0.7222,6465.0203,,
6994,2018,0.7141,6935.0219,,
6994,2019,0.7047,6976.1444,,
5058,2015,22.1787,,,
5058,2016,20.5266,,,
5058,2017,20.6934,,,
5058,2018,20.6193,,,
5058,2019,20.7229,,,
5059,2015,5.452000000000001,,,
5059,2016,4.6421,,,
5059,2017,4.8254,,,
5059,2018,4.7821,,,
5059,2019,4.8547,,,
5066,2015,0.1833,,,
5066,2016,0.1777,,,
5066,2017,0.1833,,,
5066,2018,0.1669,,,
5066,2019,0.1803,,,
6795,2015,0.0027,,,
6795,2016,0.0002,,,
6795,2017,0.0004,,,
6795,2018,0.0009,,,
6795,2019,0.0018,,,
6992,2015,0.0025,,,
6992,2016,0.0,,,
6992,2017,0.0025,,,
6992,2018,0.0125,,,
6992,2019,0.0,,,
69921,2015,0.0,,,
69921,2016,0.0,,,
69921,2017,0.0,,,
69921,2018,0.0,,,
69921,2019,0.0,,,
6993,2015,0.0487,7.1825,,
6993,2016,0.0128,1.8902,,
6993,2017,0.0147,2.1737,,
6993,2018,0.0115,1.7009,,
6993,2019,0.0705,10.395,,
6994,2015,0.0809,361.0943,,
6994,2016,0.0843,336.7741,,
6994,2017,0.0536,332.7668,,
6994,2018,0.0378,327.9221,,
6994,2019,0.0305,323.7631,,
5058,2015,22.7241,,,
5058,2016,22.6786,,,
5058,2017,22.9193,,,
5058,2018,22.975,,,
5058,2019,23.0307,,,
5059,2015,0.7887,,,
5059,2016,0.7912,,,
5059,2017,0.7985,,,
5059,2018,0.8011,,,
5059,2019,0.8036,,,
5060,2015,0.0188,,,
5060,2016,0.0191,,,
5060,2017,0.0199,,,
5060,2018,0.0207,,,
5060,2019,0.0208,,,
5066,2015,0.2763,,,
5066,2016,0.1746,,,
5066,2017,0.2892,,,
5066,2018,0.3562,,,
5066,2019,0.3177,,,
6795,2015,0.4107,,,
6795,2016,0.2614,,,
6795,2017,0.4441,,,
6795,2018,0.4179,,,
6795,2019,1.3014,,,
6992,2015,0.2012,,,
6992,2016,0.2881,,,
6992,2017,0.1441,,,
6992,2018,0.08199999999999999,,,
6992,2019,0.4818,,,
69921,2015,0.0,,,
69921,2016,0.0,,,
69921,2017,0.0,,,
69921,2018,0.0,,,
69921,2019,0.0,,,
6993,2015,0.0,0.0,,
6993,2016,0.0,0.0,,
6993,2017,0.0009,0.1265,,
6993,2018,0.0,0.0,,
6993,2019,0.0043,0.6333,,
6994,2015,0.0326,33.3067,,
6994,2016,0.0375,60.9952,,
6994,2017,0.0035,31.6833,,
6994,2018,0.005,23.7072,,
6994,2019,0.0016,23.4948,,
5058,2015,5766.8023,,,
5058,2016,5920.9829,,,
5058,2017,6020.3071,,,
5058,2018,6064.9878,,,
5058,2019,6092.2606,,,
5059,2015,1396.9186,,,
5059,2016,1428.7974,,,
5059,2017,1454.6768,,,
5059,2018,1480.3163,,,
5059,2019,1516.1355,,,
5060,2015,364.728,,,
5060,2016,438.662,,,
5060,2017,336.2555,,,
5060,2018,412.1775,,,
5060,2019,350.1365,,,
5066,2015,110.9923,,,
5066,2016,116.4534,,,
5066,2017,108.8821,,,
5066,2018,108.5081,,,
5066,2019,107.3432,,,
6795,2015,30.9594,,,
6795,2016,23.3359,,,
6795,2017,33.6283,,,
6795,2018,29.5894,,,
6795,2019,19.5371,,,
6992,2015,44.1635,,,
6992,2016,27.5625,,,
6992,2017,51.0436,,,
6992,2018,47.1007,,,
6992,2019,29.0968,,,
69921,2015,0.0291,,,
69921,2016,0.0291,,,
69921,2017,0.052000000000000005,,,
69921,2018,0.052000000000000005,,,
69921,2019,0.0104,,,
6993,2015,771.7224,71949.1929,,
6993,2016,596.5076,49519.2911,,
6993,2017,1103.8715,90808.2573,,
6993,2018,737.7465,60585.1456,,
6993,2019,651.6716,57828.0979,,
6994,2015,17.0878,49577.1459,,
6994,2016,14.7031,47714.3392,,
6994,2017,17.4279,47213.2441,,
6994,2018,16.8413,47775.2351,,
6994,2019,17.0919,47429.3563,,
5058,2015,2432.4894,,,
5058,2016,2509.0772,,,
5058,2017,2571.3697,,,
5058,2018,2583.2101,,,
5058,2019,2611.9947,,,
5059,2015,81.6897,,,
5059,2016,84.2759,,,
5059,2017,86.5107,,,
5059,2018,88.4697,,,
5059,2019,89.5827,,,
5060,2015,6.3636,,,
5060,2016,6.7785,,,
5060,2017,7.435,,,
5060,2018,8.8707,,,
5060,2019,8.0606,,,
5066,2015,9.902000000000001,,,
5066,2016,10.0643,,,
5066,2017,10.5101,,,
5066,2018,8.5513,,,
5066,2019,8.2149,,,
6795,2015,76.73899999999999,,,
6795,2016,70.3516,,,
6795,2017,62.3875,,,
6795,2018,50.0783,,,
6795,2019,47.2031,,,
6992,2015,17.3324,,,
6992,2016,17.8674,,,
6992,2017,18.3714,,,
6992,2018,13.8981,,,
6992,2019,13.2582,,,
69921,2015,5.6285,,,
69921,2016,6.0889999999999995,,,
69921,2017,7.5101,,,
69921,2018,5.3982,,,
69921,2019,3.9231,,,
6993,2015,89.3653,7249.0475,,
6993,2016,125.7956,10209.6961,,
6993,2017,57.3399,4800.9584,,
6993,2018,76.8446,6224.4128,,
6993,2019,51.6152,4272.6256,,
6994,2015,0.5268,603.3447,,
6994,2016,0.5526,699.0688,,
6994,2017,0.4871,734.1061,,
6994,2018,0.466,768.6937,,
6994,2019,0.4226,794.9098,,
5058,2015,1665.1429999999998,,,
5058,2016,1620.7638,,,
5058,2017,1599.9097,,,
5058,2018,1583.3705,,,
5058,2019,1564.5634,,,
5059,2015,293.4703,,,
5059,2016,285.0179,,,
5059,2017,284.9589,,,
5059,2018,287.1992,,,
5059,2019,286.2615,,,
5060,2015,55.6923,,,
5060,2016,57.0704,,,
5060,2017,51.9817,,,
5060,2018,50.4496,,,
5060,2019,53.3935,,,
5066,2015,35.4445,,,
5066,2016,37.2984,,,
5066,2017,37.291,,,
5066,2018,35.2716,,,
5066,2019,36.8133,,,
6795,2015,63.4153,,,
6795,2016,78.0817,,,
6795,2017,52.1933,,,
6795,2018,89.2519,,,
6795,2019,95.7283,,,
6992,2015,57.9613,,,
6992,2016,137.7768,,,
6992,2017,77.8904,,,
6992,2018,137.4924,,,
6992,2019,124.3126,,,
69921,2015,0.0,,,
69921,2016,0.0,,,
69921,2017,0.0,,,
69921,2018,0.0,,,
69921,2019,0.0,,,
6993,2015,187.2067,27602.5873,,
6993,2016,472.3909,69651.4178,,
6993,2017,193.1718,28482.1035,,
6993,2018,837.5282,123488.8729,,
6993,2019,387.1012,57075.9158,,
6994,2015,7.2484,19076.7868,,
6994,2016,6.4272,17854.4639,,
6994,2017,5.9714,18218.4692,,
6994,2018,6.0911,18691.3824,,
6994,2019,5.8155,18269.9255,,
5058,2015,6.9791,,,
5058,2016,6.9414,,,
5058,2017,7.986000000000001,,,
5058,2018,8.2061,,,
5058,2019,9.8138,,,
5059,2015,2.7623,,,
5059,2016,2.815,,,
5059,2017,2.8924,,,
5059,2018,2.9234,,,
5059,2019,3.0608,,,
5060,2015,0.2954,,,
5060,2016,0.4036,,,
5060,2017,0.4238,,,
5060,2018,0.32899999999999996,,,
5060,2019,0.2682,,,
5066,2015,0.0761,,,
5066,2016,0.0735,,,
5066,2017,0.07200000000000001,,,
5066,2018,0.0695,,,
5066,2019,0.0657,,,
6795,2015,0.0712,,,
6795,2016,0.0184,,,
6795,2017,0.0115,,,
6795,2018,0.0146,,,
6795,2019,0.0007,,,
6992,2015,0.1661,,,
6992,2016,0.0021,,,
6992,2017,0.0166,,,
6992,2018,0.0457,,,
6992,2019,0.0166,,,
69921,2015,0.1661,,,
69921,2016,0.0021,,,
69921,2017,0.0166,,,
69921,2018,0.0457,,,
69921,2019,0.0166,,,
6993,2015,0.0,0.0,,
6993,2016,0.0,0.0,,
6993,2017,0.0,0.0,,
6993,2018,0.0,0.0,,
6993,2019,0.0,0.0,,
6994,2015,0.03,71.2809,,
6994,2016,0.0319,65.8784,,
6994,2017,0.036000000000000004,74.0497,,
6994,2018,0.0389,74.5892,,
6994,2019,0.04,75.7114,,
5058,2015,73.7119,,,
5058,2016,73.2246,,,
5058,2017,71.7248,,,
5058,2018,68.9712,,,
5058,2019,67.5797,,,
5059,2015,18.5012,,,
5059,2016,18.3887,,,
5059,2017,17.5879,,,
5059,2018,16.6736,,,
5059,2019,16.6107,,,
5066,2015,0.2611,,,
5066,2016,0.2323,,,
5066,2017,0.2098,,,
5066,2018,0.192,,,
5066,2019,0.2134,,,
6795,2015,0.0051,,,
6795,2016,0.019,,,
6795,2018,0.0148,,,
6795,2019,0.0231,,,
6992,2015,0.002,,,
6992,2016,0.0041,,,
6992,2017,0.0,,,
6992,2018,0.0041,,,
6992,2019,0.0041,,,
69921,2015,0.0,,,
69921,2016,0.0,,,
69921,2017,0.0,,,
69921,2018,0.0,,,
69921,2019,0.0,,,
6993,2015,0.0661,9.7429,,
6993,2016,0.127,18.7191,,
6993,2017,0.0,0.0,,
6993,2018,0.127,18.7315,,
6993,2019,0.1571,23.1632,,
6994,2015,0.1606,1262.5284,,
6994,2016,0.1593,1234.129,,
6994,2017,0.1445,1181.3368,,
6994,2018,0.1563,1122.4695,,
6994,2019,0.1551,1089.915,,
5058,2015,1415.0287,,,
5058,2016,1411.5129,,,
5058,2017,1384.45,,,
5058,2018,1365.0304,,,
5058,2019,1333.6957,,,
5059,2015,286.887,,,
5059,2016,282.7482,,,
5059,2017,281.4949,,,
5059,2018,283.1302,,,
5059,2019,277.6113,,,
5060,2015,8.1482,,,
5060,2016,8.4234,,,
5060,2017,8.6421,,,
5060,2018,6.6931,,,
5060,2019,7.6104,,,
5066,2015,10.4287,,,
5066,2016,9.9728,,,
5066,2017,9.7268,,,
5066,2018,9.5234,,,
5066,2019,9.7527,,,
6795,2015,0.0274,,,
6795,2016,0.0958,,,
6795,2017,0.2664,,,
6795,2018,0.0051,,,
6795,2019,0.2818,,,
6992,2015,0.0873,,,
6992,2016,0.0848,,,
6992,2017,1.2913,,,
6992,2018,0.0349,,,
6992,2019,0.9348,,,
69921,2015,0.0,,,
69921,2016,0.0,,,
69921,2017,0.0,,,
69921,2018,0.0,,,
69921,2019,0.0,,,
6993,2015,0.0102,1.5088,,
6993,2016,0.0,0.0,,
6993,2017,0.0,0.0,,
6993,2018,0.0,0.0,,
6993,2019,0.0077,1.1318,,
6994,2015,0.7413,11066.2361,,
6994,2016,0.7305,10687.0639,,
6994,2017,0.7222,10560.3028,,
6994,2018,0.7108,10584.3604,,
6994,2019,0.7013,10450.2334,,
5058,2015,3.2254,,,
5058,2016,3.1587,,,
5058,2017,3.1829,,,
5058,2018,3.1703,,,
5058,2019,3.1926,,,
5059,2015,0.3755,,,
5059,2016,0.3743,,,
5059,2017,0.3742,,,
5059,2018,0.3757,,,
5059,2019,0.3772,,,
5060,2015,0.0416,,,
5060,2016,0.0414,,,
5060,2017,0.0416,,,
5060,2018,0.0419,,,
5060,2019,0.0421,,,
5066,2015,0.0842,,,
5066,2016,0.0862,,,
5066,2017,0.0878,,,
5066,2018,0.0893,,,
5066,2019,0.0909,,,
6795,2015,4.2357,,,
6795,2016,4.7906,,,
6795,2017,5.3048,,,
6795,2018,3.5055,,,
6795,2019,5.6348,,,
6992,2015,0.7882,,,
6992,2016,0.8193,,,
6992,2017,0.9462,,,
6992,2018,0.7114,,,
6992,2019,0.8401,,,
69921,2015,0.7882,,,
69921,2016,0.8193,,,
69921,2017,0.9438,,,
69921,2018,0.7114,,,
69921,2019,0.8401,,,
6993,2015,4.6126,373.7865,,
6993,2016,1.5367,124.4709,,
6993,2017,2.1862,177.083,,
6993,2018,0.2693,21.8145,,
6993,2019,4.0328,327.2436,,
6994,2015,0.0117,97.2622,,
6994,2016,0.0125,104.5197,,
6994,2017,0.0108,74.867,,
6994,2018,0.0159,114.6885,,
6994,2019,0.0168,118.8126,,
5058,2015,18.9376,,,
5058,2016,17.6889,,,
5058,2017,17.9155,,,
5058,2018,18.052,,,
5058,2019,18.073,,,
5059,2015,0.7124,,,
5059,2016,0.6804,,,
5059,2017,0.6945,,,
5059,2018,0.703,,,
5059,2019,0.703,,,
5060,2015,21.4691,,,
5060,2016,16.6068,,,
5060,2017,16.5952,,,
5060,2018,9.7297,,,
5060,2019,16.38,,,
5066,2015,0.2487,,,
5066,2016,0.2081,,,
5066,2017,0.1772,,,
5066,2018,0.1518,,,
5066,2019,0.191,,,
6795,2015,0.8238,,,
6795,2016,1.6189,,,
6795,2017,1.5423,,,
6795,2018,1.3585,,,
6795,2019,1.2062,,,
6992,2015,0.0,,,
6992,2016,0.0,,,
6992,2017,0.0,,,
6992,2018,0.0062,,,
6992,2019,0.0,,,
69921,2015,0.0,,,
69921,2016,0.0,,,
69921,2017,0.0,,,
69921,2018,0.0062,,,
69921,2019,0.0,,,
6993,2015,0.0,0.0,,
6993,2016,0.0,0.0,,
6993,2017,0.0,0.0,,
6993,2018,0.0,0.0,,
6993,2019,0.0,0.0,,
6994,2015,0.0023,28.8575,,
6994,2016,0.0024,30.0988,,
6994,2017,0.0025,31.4783,,
6994,2018,0.0027,33.9311,,
6994,2019,0.0028,35.2275,,
5058,2015,45.1678,,,
5058,2016,45.4052,,,
5058,2017,44.125,,,
5058,2018,41.8696,,,
5058,2019,40.4412,,,
5059,2015,1.9938,,,
5059,2016,2.001,,,
5059,2017,1.9098,,,
5059,2018,1.8381,,,
5059,2019,1.7933,,,
5066,2015,0.3439,,,
5066,2016,0.3042,,,
5066,2017,0.26,,,
5066,2018,0.2395,,,
5066,2019,0.2436,,,
6795,2015,0.2113,,,
6795,2016,0.1062,,,
6795,2017,0.0887,,,
6795,2018,0.0554,,,
6795,2019,0.1623,,,
6992,2015,0.1321,,,
6992,2016,0.0199,,,
6992,2017,0.0474,,,
6992,2018,0.0,,,
6992,2019,0.8077,,,
69921,2015,0.0,,,
69921,2016,0.0,,,
69921,2017,0.0,,,
69921,2018,0.0,,,
69921,2019,0.0,,,
6993,2015,0.0,0.0,,
6993,2016,0.0,0.0,,
6993,2017,0.0,0.0,,
6993,2018,0.0,0.0,,
6993,2019,0.0,0.0,,
6994,2015,0.004,43.172,,
6994,2016,0.0096,74.1477,,
6994,2017,0.0085,71.1034,,
6994,2018,0.0108,56.4549,,
6994,2019,0.008,60.9549,,
5058,2015,113.7326,,,
5058,2016,119.5229,,,
5058,2017,125.6891,,,
5058,2018,128.9049,,,
5058,2019,132.2806,,,
5059,2015,6.3955,,,
