Code Produit,Code année,Emission de N2O,Emission indirecte de NO2
5063,2016,0.5686,0.1416
5063,2017,0.5673,0.1414
5063,2018,0.5742,0.1429
5063,2019,0.5808,0.1443
5064,2015,0.0068,0.0015
5064,2016,0.006999999999999999,0.0016
5064,2017,0.0071,0.0016
5064,2018,0.0072,0.0016
5064,2019,0.0074,0.0017
5061,2015,1.3459,0.4374
5061,2016,1.5548,0.5053
5061,2017,1.426,0.4634
5061,2018,1.5119,0.4914
5061,2019,1.4976,0.4867
5062,2015,0.6324,0.2688
5062,2016,0.6493,0.2759
5062,2017,0.654,0.278
5062,2018,0.6591,0.2801
5062,2019,0.6615,0.2811
5063,2015,1.4672,0.3298
5063,2016,1.5764,0.3532
5063,2017,1.6092,0.3602
5063,2018,1.6353,0.3658
5063,2019,1.6638,0.37200000000000005
5064,2015,0.0465,0.0105
5064,2016,0.0475,0.0107
5064,2017,0.0366,0.0082
5064,2018,0.0375,0.0084
5064,2019,0.0342,0.0077
5061,2015,0.6689,0.2174
5061,2016,0.7327,0.2381
5061,2017,0.519,0.1687
5061,2018,0.5809,0.1888
5061,2019,0.6109,0.1985
5062,2015,0.2096,0.0891
5062,2016,0.2078,0.0883
5062,2017,0.2124,0.0903
5062,2018,0.2097,0.0891
5062,2019,0.2143,0.0911
5063,2015,3.3653,0.8552
5063,2016,3.4684,0.8803
5063,2017,3.5205,0.8932
5063,2018,3.5356,0.8984
5063,2019,3.5961,0.9132
5064,2015,0.7067,0.159
5064,2016,0.6761,0.1521
5064,2017,0.6982,0.1571
5064,2018,0.6748,0.1518
5064,2019,0.6492,0.1461
5061,2015,1.3739,0.4465
5061,2016,1.1365,0.3693
5061,2017,1.5465,0.5026
5061,2018,1.5623,0.5078
5061,2019,1.4151,0.4599
5062,2015,0.4961,0.2108
5062,2016,0.4947,0.2102
5062,2017,0.4943,0.2101
5062,2018,0.4721,0.2006
5062,2019,0.4801,0.204
5063,2015,0.4049,0.1188
5063,2016,0.4124,0.1218
5063,2017,0.4198,0.1243
5063,2018,0.4003,0.1202
5063,2019,0.4079,0.1229
5064,2015,0.4644,0.1045
5064,2016,0.5758,0.1295
5064,2017,0.4433,0.0997
5064,2018,0.5192,0.1168
5064,2019,0.5585,0.1257
5061,2015,1.354,0.4401
5061,2016,1.0001,0.325
5061,2017,1.0669,0.3468
5061,2018,0.8406,0.2732
5061,2019,0.9692,0.315
5062,2015,0.7417,0.3152
5062,2016,0.7699,0.3272
5062,2017,0.7626,0.3241
5062,2018,0.8163,0.3469
5062,2019,0.8269,0.3515
5063,2015,6.1194,1.5299
5063,2016,6.1481,1.5477
5063,2017,5.9483,1.5042
5063,2018,5.8809,1.4909999999999999
5063,2019,5.8314,1.485
5064,2015,0.1638,0.0369
5064,2016,0.19399999999999998,0.0436
5064,2017,0.168,0.0378
5064,2018,0.1821,0.040999999999999995
5064,2019,0.16,0.036000000000000004
5061,2015,3.5366,1.1494
5061,2016,3.585,1.1651
5061,2017,3.447,1.1203
5061,2018,3.0161,0.9802
5061,2019,3.3494,1.0885
5062,2015,2.5844,1.0984
5062,2016,2.5809,1.0969
5062,2017,2.5852,1.0987
5062,2018,2.6096,1.1091
5062,2019,2.6221,1.1144
5063,2015,0.9408,0.2128
5063,2016,0.948,0.2138
5063,2017,0.9386,0.2121
5063,2018,0.9252,0.2082
5063,2019,0.9079999999999999,0.2042
5064,2015,1.8666,0.42
5064,2016,1.7176,0.3865
5064,2017,1.8705,0.4209
5064,2018,1.3255,0.2982
5064,2019,1.7827,0.4011
5062,2015,0.0098,0.0042
5062,2016,0.0098,0.0042
5062,2017,0.0098,0.0042
5062,2018,0.0098,0.0042
5062,2019,0.0098,0.0042
5063,2015,0.6263,0.1864
5063,2016,0.6235,0.1857
5063,2017,0.623,0.1856
5063,2018,0.6233,0.1857
5063,2019,0.6236,0.1857
5064,2015,0.001,0.0002
5064,2016,0.001,0.0002
5064,2017,0.001,0.0002
5064,2018,0.001,0.0002
5064,2019,0.001,0.0002
5061,2015,0.005,0.0016
5061,2016,0.0015,0.0005
5061,2017,0.0016,0.0005
5061,2018,0.0008,0.0003
5061,2019,0.0013,0.0004
5062,2015,0.0059,0.0025
5062,2016,0.006,0.0025
5062,2017,0.006,0.0025
5062,2018,0.006,0.0025
5062,2019,0.006,0.0026
5063,2015,0.0189,0.0048
5063,2016,0.0189,0.0048
5063,2017,0.019,0.0048
5063,2018,0.019,0.0048
5063,2019,0.0191,0.0049
5064,2015,0.0,0.0
5064,2016,0.0,0.0
5064,2017,0.0,0.0
5064,2018,0.0,0.0
5064,2019,0.0,0.0
5061,2015,19.1793,6.2333
5061,2016,20.1159,6.5377
5061,2017,20.6313,6.7052
5061,2018,20.6313,6.7052
5061,2019,20.4595,6.6493
5062,2015,0.5147,0.2188
5062,2016,0.5198,0.2209
5062,2017,0.4974,0.2114
5062,2018,0.4956,0.2106
5062,2019,0.516,0.2193
5063,2015,16.037,3.9574
5063,2016,15.9636,3.9563
5063,2017,14.9946,3.722
5063,2018,14.7411,3.6016
5063,2019,15.4653,3.7496
5064,2015,3.8881,0.8748
5064,2016,3.8856,0.8743
5064,2017,3.7786,0.8502
5064,2018,3.0561,0.6876
5064,2019,4.0476,0.9107
5061,2015,0.9129,0.2967
5061,2016,0.8227,0.2674
5061,2017,0.9468,0.3077
5061,2018,0.8622,0.2802
5061,2019,0.8772,0.2851
5062,2015,0.23199999999999998,0.0986
5062,2016,0.221,0.0939
5062,2017,0.2453,0.1042
5062,2018,0.2215,0.0941
5062,2019,0.2091,0.0889
5063,2015,1.3364,0.2999
5063,2016,1.2623,0.284
5063,2017,1.1787,0.2663
5063,2018,1.1499,0.2602
5063,2019,1.1255,0.255
5064,2015,0.1562,0.0352
5064,2016,0.1856,0.0418
5064,2017,0.1716,0.0386
5064,2018,0.1459,0.0328
5064,2019,0.175,0.0394
5061,2015,0.23800000000000002,0.0774
5061,2016,0.23800000000000002,0.0774
5061,2017,0.23800000000000002,0.0774
5061,2018,0.23800000000000002,0.0774
5061,2019,0.23800000000000002,0.0774
5062,2015,0.0442,0.0188
5062,2016,0.0465,0.0198
5062,2017,0.0467,0.0198
5062,2018,0.0474,0.0202
5062,2019,0.0484,0.0206
5063,2015,1.5443,0.5773
5063,2016,1.5635,0.5837
5063,2017,1.5921,0.5961
5063,2018,1.6115,0.6039
5063,2019,1.641,0.6151
5064,2015,0.0005,0.0001
5064,2016,0.0008,0.0002
5064,2017,0.0021,0.0005
5064,2018,0.001,0.0002
5064,2019,0.0008,0.0002
5061,2015,2.1783,0.7079
5061,2016,2.6942,0.8756
5061,2017,2.8503,0.9263
5061,2018,3.2438,1.0542
5061,2019,2.9294,0.9521
5062,2015,1.4048,0.597
5062,2016,1.3074,0.5557
5062,2017,1.2827,0.5451
5062,2018,1.2975,0.5514
5062,2019,1.3732,0.5836
5063,2015,5.8362,1.3019
5063,2016,5.8109,1.294
5063,2017,5.8897,1.3062
5063,2018,5.6978,1.2603
5063,2019,5.9836,1.3279
5064,2015,0.596,0.1341
5064,2016,0.4854,0.1092
5064,2017,0.4679,0.1053
5064,2018,0.46299999999999997,0.1042
5064,2019,0.4385,0.0987
5061,2015,0.0252,0.0082
5061,2016,0.0302,0.0098
5061,2017,0.0279,0.0091
5061,2018,0.0731,0.0237
5061,2019,0.0437,0.0142
5062,2015,0.0951,0.0404
5062,2016,0.0959,0.0408
5062,2017,0.0958,0.0407
5062,2018,0.096,0.0408
5062,2019,0.0961,0.0409
5063,2015,3.9175,1.0596
5063,2016,3.9638,1.073
5063,2017,3.9534,1.0712
5063,2018,3.9657,1.0752
5063,2019,3.9782,1.0793
5064,2015,0.0891,0.02
5064,2016,0.0891,0.02
5064,2017,0.0891,0.0201
5064,2018,0.0891,0.0201
5064,2019,0.0891,0.0201
5061,2015,16.7845,5.455
5061,2016,15.4339,5.016
5061,2017,16.9608,5.5122
5061,2018,16.2406,5.2782
5061,2019,16.2117,5.2688
5062,2015,7.9705,3.3874
5062,2016,8.0821,3.4349
5062,2017,8.2187,3.4930000000000003
5062,2018,7.4064,3.1477
5062,2019,7.4841,3.1807
5063,2015,7.7473,2.5885
5063,2016,7.6845,2.5546
5063,2017,7.7661,2.5697
5063,2018,7.5721,2.4879
5063,2019,7.5115,2.4526
5064,2015,3.6373,0.8184
5064,2016,4.3138,0.9706
5064,2017,3.0848,0.6941
5064,2018,4.4691,1.0055
5064,2019,3.6677,0.8252
5061,2015,0.5701,0.1853
5061,2016,0.5718,0.1858
5061,2017,0.5867,0.1907
5061,2018,0.6108,0.1985
5061,2019,0.5898,0.1917
5062,2015,0.2145,0.0912
5062,2016,0.1912,0.0813
5062,2017,0.1963,0.0834
5062,2018,0.1941,0.0825
5062,2019,0.1961,0.0833
5063,2015,0.172,0.0413
5063,2016,0.162,0.0391
5063,2017,0.1625,0.039
5063,2018,0.1612,0.0384
5063,2019,0.1616,0.0384
5064,2015,0.292,0.0657
5064,2016,0.191,0.043
5064,2017,0.2542,0.0572
5064,2018,0.1843,0.0415
5064,2019,0.3029,0.0681
5062,2015,0.0291,0.0124
5062,2016,0.0293,0.0125
5062,2017,0.0295,0.0126
5062,2018,0.0296,0.0126
5062,2019,0.0297,0.0126
5063,2015,0.905,0.2084
5063,2016,0.9044,0.2077
5063,2017,0.9139,0.2096
5063,2018,0.9159,0.2099
5063,2019,0.9182,0.2103
5064,2015,0.0163,0.0037
5064,2016,0.008,0.0018
5064,2017,0.0169,0.0038
5064,2018,0.0219,0.0049
5064,2019,0.0189,0.0042
5061,2015,184.9133,60.0968
5061,2016,183.9478,59.783
5061,2017,184.9962,60.1238
5061,2018,182.9844,59.4699
5061,2019,183.9761,59.7922
5062,2015,37.5199,15.9459
5062,2016,38.1113,16.1973
5062,2017,38.4851,16.3562
5062,2018,38.561,16.3884
5062,2019,38.5593,16.3877
5063,2015,100.3808,22.8022
5063,2016,103.6294,23.5253
5063,2017,105.5597,23.9388
5063,2018,106.3089,24.1074
5063,2019,106.9762,24.2573
5064,2015,80.2594,18.0584
5064,2016,90.5375,20.3709
5064,2017,82.5215,18.5673
5064,2018,82.7007,18.6076
5064,2019,76.3038,17.1683
5061,2015,3.8439,1.2493
5061,2016,5.4617,1.775
5061,2017,5.9184,1.9235
5061,2018,6.6022,2.1457
5061,2019,5.9941,1.9481
5062,2015,1.8092,0.7689
5062,2016,1.8744,0.7966
5062,2017,1.9052,0.8097
5062,2018,1.6947,0.7202
5062,2019,1.716,0.7293
5063,2015,92.2626,23.2421
5063,2016,95.14399999999999,23.9986
5063,2017,97.54899999999999,24.6164
5063,2018,98.6117,24.9342
5063,2019,99.7462,25.2571
5064,2015,3.8277,0.8612
5064,2016,3.9071,0.8791
5064,2017,4.1201,0.927
5064,2018,3.9381,0.8861
5064,2019,4.1087,0.9245
5061,2015,19.8537,6.4525
5061,2016,22.7105,7.3809
5061,2017,23.7725,7.7261
5061,2018,24.2317,7.8753
5061,2019,23.5716,7.6608
5062,2015,18.1719,7.723
5062,2016,18.1793,7.7262
5062,2017,18.1557,7.7162
5062,2018,18.2367,7.7506
5062,2019,18.0809,7.6844
5063,2015,12.2383,3.7691
5063,2016,11.936,3.6860000000000004
5063,2017,11.8344,3.6638
5063,2018,11.7438,3.6343
5063,2019,11.4852,3.5352
5064,2015,21.9887,4.9475
5064,2016,24.2956,5.4665
5064,2017,26.8918,6.0507
5064,2018,23.288,5.2398
5064,2019,24.6935,5.556
5061,2015,0.0916,0.0298
5061,2016,0.0663,0.0216
5061,2017,0.0796,0.0259
5061,2018,0.0472,0.0153
5061,2019,0.0644,0.0209
5062,2015,0.0521,0.0221
5062,2016,0.052000000000000005,0.0221
5062,2017,0.0541,0.023
5062,2018,0.0548,0.0233
5062,2019,0.0572,0.0243
5063,2015,0.213,0.0636
5063,2016,0.2125,0.0638
5063,2017,0.2412,0.0699
5063,2018,0.2476,0.0715
5063,2019,0.2923,0.0813
5064,2015,0.0016,0.0004
5064,2016,0.0021,0.0005
5064,2017,0.0022,0.0005
5064,2018,0.0017,0.0004
5064,2019,0.0015,0.0003
5061,2015,2.2547,0.7328
5061,2016,2.1706,0.7054
5061,2017,2.1835,0.7096
5061,2018,2.1746,0.7068
5061,2019,2.1762,0.7073
5062,2015,0.7298,0.3102
5062,2016,0.7282,0.3095
5062,2017,0.7088,0.3012
5062,2018,0.6829999999999999,0.2903
5062,2019,0.6759,0.2873
5063,2015,0.5846,0.1398
5063,2016,0.5817,0.1392
5063,2017,0.5728,0.1374
5063,2018,0.5539,0.1333
5063,2019,0.5418,0.1303
5064,2015,0.6927,0.1559
5064,2016,0.6682,0.1503
5064,2017,0.6334,0.1425
5064,2018,0.5304,0.1193
5064,2019,0.7351,0.1654
5061,2015,35.1975,11.4392
5061,2016,34.4414,11.1935
5061,2017,35.1038,11.4087
5061,2018,35.3301,11.4823
5061,2019,34.9584,11.3615
5062,2015,14.0414,5.9676
5062,2016,13.8777,5.898
5062,2017,13.7074,5.8256
5062,2018,13.5874,5.7746
5062,2019,13.3266,5.6638
5063,2015,12.5465,3.0957
5063,2016,12.5179,3.0864
5063,2017,12.2688,3.0274
5063,2018,12.1228,3.0041
5063,2019,11.8608,2.9451
5064,2015,12.6502,2.8463
5064,2016,9.4997,2.1374
5064,2017,11.8827,2.6736
5064,2018,10.8225,2.4351
5064,2019,12.2878,2.7648
5061,2015,0.061,0.0198
5061,2016,0.0576,0.0187
5061,2017,0.1217,0.0396
5061,2018,0.0976,0.0317
5061,2019,0.0923,0.03
5062,2015,0.0553,0.0235
5062,2016,0.0556,0.0236
5062,2017,0.0554,0.0236
5062,2018,0.0555,0.0236
5062,2019,0.0556,0.0236
5063,2015,0.1503,0.046
5063,2016,0.1472,0.0451
5063,2017,0.1483,0.0455
5063,2018,0.1482,0.0456
5063,2019,0.1492,0.046
5064,2015,0.0087,0.002
5064,2016,0.0089,0.002
5064,2017,0.0091,0.002
5064,2018,0.0092,0.0021
5064,2019,0.0094,0.0021
5061,2015,0.0022,0.0007
5061,2016,0.002,0.0007
5061,2017,0.0006,0.0002
5061,2018,0.0315,0.0102
5061,2019,0.0114,0.0037
5062,2015,0.0153,0.0065
5062,2016,0.015,0.0064
5062,2017,0.0155,0.0066
5062,2018,0.0158,0.0067
5062,2019,0.0159,0.0068
5063,2015,0.7511,0.1852
5063,2016,0.7023,0.1745
5063,2017,0.7106,0.1766
5063,2018,0.716,0.1778
5063,2019,0.7179,0.1774
5064,2015,0.0631,0.0142
5064,2016,0.0527,0.0118
5064,2017,0.0461,0.0104
5064,2018,0.0349,0.0078
5064,2019,0.0423,0.0095
5061,2015,0.7841,0.2548
5061,2016,0.8014,0.2605
5061,2017,0.6239,0.2028
5061,2018,0.6506,0.2114
5061,2019,0.6920000000000001,0.2249
5062,2015,0.0949,0.0403
5062,2016,0.0964,0.040999999999999995
5062,2017,0.0888,0.0378
5062,2018,0.0903,0.0384
5062,2019,0.0912,0.0387
5063,2015,1.9585,0.4595
5063,2016,1.9855,0.4641
5063,2017,1.9282,0.4538
5063,2018,1.8328,0.4322
5063,2019,1.7693,0.4172
5064,2015,0.0766,0.0172
5064,2016,0.0843,0.019
5064,2017,0.0636,0.0143
5064,2018,0.0743,0.0167
5064,2019,0.07200000000000001,0.0162
5061,2015,0.6741,0.2191
5061,2016,0.6741,0.2191
5061,2017,1.2886,0.4188
5061,2018,0.8674,0.2819
5061,2019,0.9434,0.3066
5062,2015,0.335,0.1424
5062,2016,0.3524,0.1498
5062,2017,0.3673,0.1561
5062,2018,0.3724,0.1583
5062,2019,0.3783,0.1608
5063,2015,5.2911,1.6196
5063,2016,5.5486,1.7023
5063,2017,5.8125,1.7884
5063,2018,6.0172,1.8556
5063,2019,6.2339,1.9268
5064,2015,0.5712,0.1285
5064,2016,0.57,0.1282
5064,2017,0.6278,0.1413
5064,2018,0.715,0.1609
5064,2019,0.8205,0.1846
5061,2015,2.5844,0.8399
5061,2016,2.7205,0.8842
5061,2017,2.8557,0.9281
5061,2018,2.8197,0.9164
5061,2019,2.7986,0.9096
5062,2015,0.9433,0.4009
5062,2016,0.9395,0.3993
5062,2017,0.9581,0.4072
5062,2018,0.9012,0.38299999999999995
5062,2019,0.8837,0.3756
5063,2015,3.2705,1.3181
5063,2016,3.2141,1.2942
5063,2017,3.2484,1.3084
5063,2018,3.0213,1.2202
5063,2019,3.0006,1.2131
5064,2015,0.7205,0.1621
5064,2016,0.6668,0.15
5064,2017,0.6154,0.1385
5064,2018,0.514,0.1156
5064,2019,0.499,0.1123
5062,2015,0.0022,0.0009
5062,2016,0.0022,0.0009
5062,2017,0.0022,0.0009
5062,2018,0.0022,0.0009
5062,2019,0.0022,0.0009
5063,2015,0.0115,0.0034
5063,2016,0.0115,0.0034
5063,2017,0.0115,0.0034
5063,2018,0.0115,0.0034
5063,2019,0.0115,0.0034
5064,2015,0.0001,0.0
5064,2016,0.0001,0.0
5064,2017,0.0001,0.0
5064,2018,0.0001,0.0
5064,2019,0.0001,0.0
5062,2015,0.0059,0.0025
5062,2016,0.0052,0.0022
5062,2017,0.005,0.0021
5062,2018,0.0049,0.0021
5062,2019,0.0048,0.002
5063,2015,0.1,0.0219
5063,2016,0.0999,0.0217
5063,2017,0.0986,0.0214
5063,2018,0.0984,0.0213
5063,2019,0.0984,0.0212
5064,2015,0.0,0.0
5064,2016,0.0,0.0
5064,2017,0.0,0.0
5064,2018,0.0,0.0
5064,2019,0.0,0.0
5061,2015,2.8543,0.9277
5061,2016,2.6288,0.8544
5061,2017,2.7373,0.8896
5061,2018,2.7162,0.8828
5061,2019,2.6941,0.8756
5062,2015,1.1425,0.4856
5062,2016,1.1607,0.4933
5062,2017,1.1659,0.4955
5062,2018,1.2009,0.5104
5062,2019,1.2067,0.5128
5063,2015,4.7351,1.0558
5063,2016,4.8518,1.0811
5063,2017,4.953,1.1026
5063,2018,5.0344,1.1203
5063,2019,5.1464,1.1444
5064,2015,0.3656,0.0822
5064,2016,0.3722,0.0837
5064,2017,0.381,0.0857
5064,2018,0.3859,0.0868
5064,2019,0.3706,0.0834
5061,2015,0.0379,0.0123
5061,2016,0.1003,0.0326
5061,2017,0.3677,0.1195
5061,2018,0.1487,0.0483
5061,2019,0.2056,0.0668
5062,2015,0.1986,0.0844
5062,2016,0.2091,0.0889
5062,2017,0.2141,0.091
5062,2018,0.2319,0.0986
5062,2019,0.2448,0.10400000000000001
5063,2015,9.3735,2.2132
5063,2016,9.8979,2.3394
5063,2017,10.4145,2.465
5063,2018,11.0359,2.6139
5063,2019,11.6578,2.764
5064,2015,0.9404,0.2116
5064,2016,0.9494,0.2136
5064,2017,1.002,0.2254
5064,2018,1.0391,0.2338
5064,2019,1.0977,0.247
5062,2015,0.0023,0.001
5062,2016,0.0023,0.001
5062,2017,0.0023,0.001
5062,2018,0.0024,0.001
5062,2019,0.0024,0.001
5063,2015,0.0207,0.0065
5063,2016,0.0208,0.0065
5063,2017,0.0209,0.0065
5063,2018,0.021,0.0065
5063,2019,0.0211,0.0066
5062,2015,0.1243,0.0528
5062,2016,0.11800000000000001,0.0502
5062,2017,0.1174,0.0499
5062,2018,0.1168,0.0497
5062,2019,0.1169,0.0497
5063,2015,1.157,0.3027
5063,2016,1.2064,0.3174
5063,2017,1.2285,0.3231
5063,2018,1.2516,0.3295
5063,2019,1.2749,0.3358
5064,2015,0.0616,0.0139
5064,2016,0.0665,0.015
5064,2017,0.0613,0.0138
5064,2018,0.0653,0.0147
5064,2019,0.0694,0.0156
5061,2015,0.2707,0.08800000000000001
5061,2016,0.1747,0.0568
5061,2017,0.0072,0.0023
5061,2018,0.3114,0.1012
5061,2019,0.1644,0.0534
5062,2015,0.1073,0.0456
5062,2016,0.1141,0.0485
5062,2017,0.1162,0.0494
5062,2018,0.1185,0.0504
5062,2019,0.1209,0.0514
5063,2015,0.2891,0.0711
5063,2016,0.2842,0.0701
5063,2017,0.2882,0.071
5063,2018,0.2902,0.0714
5063,2019,0.2933,0.0721
5064,2015,0.1417,0.0319
5064,2016,0.1108,0.0249
5064,2017,0.129,0.028999999999999998
5064,2018,0.1682,0.0378
5064,2019,0.1904,0.0428
5062,2015,0.0022,0.0009
5062,2016,0.0022,0.0009
5062,2017,0.0022,0.0009
5062,2018,0.0022,0.0009
5062,2019,0.0022,0.0009
5063,2015,0.025,0.0055
5063,2016,0.0255,0.0057
5063,2017,0.025,0.0056
5063,2018,0.0246,0.0055
5063,2019,0.0242,0.0054
5064,2015,0.001,0.0002
5064,2016,0.001,0.0002
5064,2017,0.001,0.0002
5064,2018,0.0009,0.0002
5064,2019,0.0008,0.0002
5062,2015,0.3654,0.1553
5062,2016,0.3709,0.1576
5062,2017,0.3694,0.157
5062,2018,0.3694,0.157
5062,2019,0.3701,0.1573
5063,2015,2.7565,0.7897
5063,2016,2.8553,0.8247
5063,2017,2.8401,0.8202
5063,2018,2.8292,0.8145
5063,2019,2.8367,0.8164
5064,2015,0.1494,0.0336
5064,2016,0.1538,0.0346
5064,2017,0.1523,0.0343
5064,2018,0.1554,0.035
5064,2019,0.1542,0.0347
5061,2015,1.1843,0.3849
5061,2016,1.5099,0.4907
5061,2017,1.7324,0.563
5061,2018,1.7313,0.5627
5061,2019,1.6579,0.5388
5062,2015,0.5477,0.2328
5062,2016,0.5512,0.2342
5062,2017,0.5514,0.2344
5062,2018,0.5545,0.2356
5062,2019,0.5575,0.2369
5063,2015,3.6414,0.8065
5063,2016,3.6894,0.8166
5063,2017,3.716,0.8222
5063,2018,3.7439999999999998,0.8282
5063,2019,3.772,0.8342
5064,2015,0.1451,0.0326
5064,2016,0.1441,0.0324
5064,2017,0.1525,0.0343
5064,2018,0.1592,0.0358
5064,2019,0.1405,0.0316
5061,2015,5.3237,1.7302
5061,2016,5.4592,1.7742
5061,2017,5.8886,1.9138
5061,2018,6.6566,2.1634
5061,2019,6.0015,1.9505
5062,2015,1.2544,0.5331
5062,2016,1.273,0.541
5062,2017,1.251,0.5317
5062,2018,1.2703,0.5399
5062,2019,1.2489,0.5308
5063,2015,0.5516,0.1749
5063,2016,0.5584,0.1766
5063,2017,0.5569,0.174
5063,2018,0.5589999999999999,0.1722
5063,2019,0.5572,0.1698
5064,2015,2.2505,0.5064
5064,2016,2.5645,0.5770000000000001
5064,2017,2.2281,0.5013
5064,2018,2.3143,0.5207
5064,2019,2.427,0.5461
5061,2015,0.0004,0.0001
5061,2016,0.0005,0.0002
5061,2017,0.0002,0.0001
5061,2018,0.0002,0.0001
5061,2019,0.0003,0.0001
5062,2015,0.0032,0.0014
5062,2016,0.0026,0.0011
5062,2017,0.0021,0.0009
5062,2018,0.0018,0.0008
5062,2019,0.0016,0.0007
5063,2015,0.0006,0.0002
5063,2016,0.0005,0.0002
5063,2017,0.0006,0.0002
5063,2018,0.0005,0.0002
5063,2019,0.0005,0.0002
5062,2015,0.0032,0.0014
5062,2016,0.0031,0.0013
5062,2017,0.0031,0.0013
5062,2018,0.0031,0.0013
5062,2019,0.0031,0.0013
5063,2015,0.016,0.0066
5063,2016,0.0154,0.0063
5063,2017,0.0155,0.0064
5063,2018,0.0155,0.0064
5063,2019,0.0156,0.0064
5064,2015,0.0001,0.0
5064,2016,0.0001,0.0
5064,2017,0.0,0.0
5064,2018,0.0,0.0
5064,2019,0.0,0.0
5062,2015,0.008,0.0034
5062,2016,0.0079,0.0034
5062,2017,0.008,0.0034
5062,2018,0.008,0.0034
5062,2019,0.008,0.0034
5063,2015,0.0265,0.0056
5063,2016,0.0269,0.0057
5063,2017,0.0271,0.0058
5063,2018,0.0273,0.0058
5063,2019,0.0275,0.0059
5064,2015,0.0008,0.0002
5064,2016,0.0008,0.0002
5064,2017,0.0008,0.0002
5064,2018,0.0008,0.0002
5064,2019,0.0009,0.0002
5061,2015,272.9933,88.7228
5061,2016,262.9849,85.4701
5061,2017,266.4829,86.6069
5061,2018,277.0146,90.0297
5061,2019,268.8274,87.3689
5062,2015,35.0195,14.8833
5062,2016,35.3374,15.0184
5062,2017,35.6674,15.1586
5062,2018,36.0528,15.3224
5062,2019,36.1302,15.3553
5063,2015,168.6504,44.7804
5063,2016,170.74,45.3686
5063,2017,172.7659,45.9324
5063,2018,174.9817,46.544
5063,2019,176.41400000000002,47.1262
5064,2015,63.5648,14.3021
5064,2016,66.485,14.9591
5064,2017,68.899,15.5023
5064,2018,69.7415,15.6918
5064,2019,70.054,15.7621
5061,2015,44.2923,14.395
5061,2016,46.5776,15.1377
5061,2017,46.3884,15.0762
5061,2018,50.8685,16.5323
5061,2019,47.9448,15.5821
5062,2015,11.0513,4.6968
5062,2016,11.505999999999998,4.89
5062,2017,16.1553,6.8660000000000005
5062,2018,16.791,7.1362
5062,2019,17.1012,7.268
5063,2015,28.6936,7.621
5063,2016,29.2421,7.6379
5063,2017,37.1786,9.3869
5063,2018,38.076,9.5939
5063,2019,39.0331,9.8372
5064,2015,13.7291,3.089
5064,2016,13.9855,3.1467
5064,2017,14.6558,3.2976
5064,2018,14.8837,3.3488
5064,2019,14.139000000000001,3.1813
5061,2015,8.8637,2.8807
5061,2016,8.8772,2.8851
5061,2017,8.8772,2.8851
5061,2018,8.8772,2.8851
5061,2019,8.8772,2.8851
5062,2015,5.0155,2.1316
5062,2016,5.2815,2.2446
5062,2017,5.2139,2.2159
5062,2018,5.3037,2.2541
5062,2019,5.4303,2.3079
5063,2015,18.1235,6.2432
5063,2016,18.3993,6.2371
5063,2017,18.0101,6.0534
5063,2018,18.1264,6.0647
5063,2019,18.4258,6.1512
5064,2015,3.9448,0.8876
5064,2016,4.6989,1.0573
5064,2017,3.9646,0.892
5064,2018,4.3002,0.9675
5064,2019,5.066,1.1398
5061,2015,0.9937,0.32299999999999995
5061,2016,1.6417,0.5336
5061,2017,2.8433,0.9241
5061,2018,2.8433,0.9241
5061,2019,2.4428,0.7939
5062,2015,0.1947,0.0828
5062,2016,0.1984,0.0843
5062,2017,0.2106,0.0895
5062,2018,0.2227,0.0946
5062,2019,0.2193,0.0932
5063,2015,4.9447,1.4187
5063,2016,5.0194,1.4374
5063,2017,5.1384,1.4657
5063,2018,5.2575,1.4942
5063,2019,5.3024,1.5069
5064,2015,0.7071,0.1591
5064,2016,0.8027,0.1806
5064,2017,0.7624,0.1715
5064,2018,0.5317,0.1196
5064,2019,1.4069999999999998,0.3166
5061,2015,5.0662,1.6465
5061,2016,4.7519,1.5444
5061,2017,5.4095,1.7581
5061,2018,6.2201,2.0215
5061,2019,5.4605,1.7747
5062,2015,3.9423,1.6755
5062,2016,4.1058,1.745
5062,2017,4.1769,1.7752
5062,2018,3.6703,1.5599
5062,2019,3.6879,1.5674
5063,2015,4.8582,1.2686
5063,2016,5.0126,1.3031
5063,2017,5.0896,1.3193
5063,2018,4.6618,1.2242
5063,2019,4.6593,1.2249
5064,2015,0.4835,0.1088
5064,2016,0.4287,0.0965
5064,2017,0.4443,0.1
5064,2018,0.3305,0.0744
5064,2019,0.4127,0.0929
5061,2015,0.1787,0.0581
5061,2016,0.1702,0.0553
5061,2017,0.2053,0.0667
5061,2018,0.1845,0.06
5061,2019,0.1867,0.0607
5062,2015,0.0665,0.0283
5062,2016,0.0663,0.0282
5062,2017,0.0664,0.0282
5062,2018,0.0657,0.0279
5062,2019,0.0647,0.0275
5063,2015,0.1833,0.0685
5063,2016,0.1813,0.0675
5063,2017,0.1749,0.0647
5063,2018,0.1715,0.0632
5063,2019,0.1673,0.0615
5064,2015,0.0012,0.0003
5064,2016,0.0018,0.0004
5064,2017,0.0018,0.0004
5064,2018,0.0011,0.0002
5064,2019,0.0018,0.0004
5061,2015,0.7087,0.2303
5061,2016,0.7354,0.239
5061,2017,0.7889,0.2564
5061,2018,0.7889,0.2564
5061,2019,0.7709999999999999,0.2506
