Code Produit,Code année,Emission de N2O,Emission indirecte de NO2
5062,2015,0.1744,0.0741
5062,2016,0.166,0.0706
5062,2017,0.1727,0.0734
5062,2018,0.1681,0.0715
5062,2019,0.1686,0.0716
5063,2015,1.462,0.3404
5063,2016,1.4162,0.3281
5063,2017,1.4505,0.3352
5063,2018,1.4909,0.34299999999999997
5063,2019,1.5127,0.3492
5064,2015,0.0701,0.0158
5064,2016,0.0616,0.0138
5064,2017,0.0427,0.0096
5064,2018,0.0395,0.0089
5064,2019,0.043,0.0097
5061,2015,9.5109,3.091
5061,2016,9.4715,3.0782
5061,2017,9.4617,3.0751
5061,2018,9.4617,3.0751
5061,2019,9.465,3.0761
5062,2015,6.4233,2.7299
5062,2016,6.5118,2.7675
5062,2017,6.558,2.7871
5062,2018,4.9435,2.101
5062,2019,4.9404,2.0997
5063,2015,5.2354,1.5259
5063,2016,5.3586,1.5619999999999998
5063,2017,5.3307,1.5487
5063,2018,5.4391,1.5667
5063,2019,5.4461,1.5645
5064,2015,3.1257,0.7033
5064,2016,3.2226,0.7251
5064,2017,2.9109,0.655
5064,2018,2.9711,0.6685
5064,2019,2.8993,0.6524
5061,2015,0.0419,0.0136
5061,2016,0.0492,0.016
5061,2017,0.0591,0.0192
5061,2018,0.0582,0.0189
5061,2019,0.0555,0.018000000000000002
5062,2015,0.1014,0.0431
5062,2016,0.1024,0.0435
5062,2017,0.0996,0.0423
5062,2018,0.1004,0.0427
5062,2019,0.1005,0.0427
5063,2015,0.39799999999999996,0.1137
5063,2016,0.3849,0.1122
5063,2017,0.3805,0.1118
5063,2018,0.3744,0.1111
5063,2019,0.3697,0.1106
5064,2015,0.0011,0.0002
5064,2016,0.0011,0.0002
5064,2017,0.0011,0.0002
5064,2018,0.001,0.0002
5064,2019,0.001,0.0002
5061,2015,5.643,1.834
5061,2016,5.9761,1.9422
5061,2017,6.1144,1.9872
5061,2018,6.1144,1.9872
5061,2019,6.0683,1.9722
5062,2015,2.6024,1.1059999999999999
5062,2016,2.5882,1.1
5062,2017,2.5981,1.1042
5062,2018,2.6254,1.1158
5062,2019,2.6244,1.1154
5063,2015,4.2132,0.9003
5063,2016,4.1838,0.8938
5063,2017,4.2083,0.899
5063,2018,4.276,0.9133
5063,2019,4.2797,0.9141
5064,2015,2.1727,0.4889
5064,2016,2.1217,0.4774
5064,2017,2.1304,0.4793
5064,2018,2.0695,0.4656
5064,2019,2.1151,0.4759
5061,2015,0.5425,0.1763
5061,2016,0.3475,0.1129
5061,2017,0.3156,0.1026
5061,2018,0.313,0.1017
5061,2019,0.3254,0.1057
5062,2015,0.052000000000000005,0.0221
5062,2016,0.0529,0.0225
5062,2017,0.0526,0.0224
5062,2018,0.0531,0.0226
5062,2019,0.0548,0.0233
5063,2015,1.0697,0.3767
5063,2016,1.2171,0.43799999999999994
5063,2017,1.1441,0.4068
5063,2018,1.1377,0.4036
5063,2019,1.1254,0.3963
5064,2015,0.0248,0.0056
5064,2016,0.0263,0.0059
5064,2017,0.0226,0.0051
5064,2018,0.0216,0.0049
5064,2019,0.0284,0.0064
5061,2015,1.4384,0.4675
5061,2016,1.6013,0.5204
5061,2017,1.6484,0.5357
5061,2018,1.6484,0.5357
5061,2019,1.6327,0.5306
5062,2015,2.5551,1.0859
5062,2016,2.6248,1.1155
5062,2017,2.7269,1.1589
5062,2018,2.8551,1.2134
5062,2019,2.9472,1.2526
5063,2015,8.0863,2.6332
5063,2016,8.3627,2.7222
5063,2017,8.7173,2.8234
5063,2018,9.182,2.9654
5063,2019,9.5483,3.0849
5064,2015,4.291,0.9655
5064,2016,4.6938,1.0561
5064,2017,4.7154,1.061
5064,2018,4.6876,1.0547
5064,2019,4.1930000000000005,0.9434
5061,2015,2.0871,0.6783
5061,2016,1.5644,0.5084
5061,2017,1.3167,0.4279
5061,2018,0.9419,0.3061
5061,2019,1.2743,0.4142
5062,2015,0.9727,0.4134
5062,2016,1.0707,0.455
5062,2017,0.9881,0.42
5062,2018,0.9906,0.42100000000000004
5062,2019,1.0634,0.4519
5063,2015,36.2121,9.9723
5063,2016,39.5892,10.878
5063,2017,36.3381,10.1396
5063,2018,38.1368,10.5936
5063,2019,43.7656,12.6983
5064,2015,1.0267,0.231
5064,2016,0.9486,0.2134
5064,2017,0.9134,0.2055
5064,2018,1.1101,0.2498
5064,2019,1.1278,0.2537
5061,2015,0.2009,0.0653
5061,2016,0.2213,0.0719
5061,2017,0.1463,0.0476
5061,2018,0.3925,0.1276
5061,2019,0.2534,0.0824
5062,2015,0.6836,0.2905
5062,2016,0.7029,0.2988
5062,2017,0.7188,0.3055
5062,2018,0.7384,0.3138
5062,2019,0.7562,0.3214
5063,2015,2.1139,0.7191
5063,2016,2.1522,0.7316
5063,2017,2.1927,0.7426
5063,2018,2.2457,0.7586
5063,2019,2.3021,0.7767
5064,2015,0.3782,0.0851
5064,2016,0.37799999999999995,0.0851
5064,2017,0.37,0.0832
5064,2018,0.3805,0.0856
5064,2019,0.3839,0.0864
5062,2015,0.005,0.0021
5062,2016,0.0053,0.0022
5062,2017,0.0053,0.0023
5062,2018,0.0054,0.0023
5062,2019,0.0055,0.0023
5063,2015,0.0002,0.0
5063,2016,0.0002,0.0001
5063,2017,0.0002,0.0001
5063,2018,0.0003,0.0001
5063,2019,0.0003,0.0001
5061,2015,0.0361,0.0117
5061,2016,0.0314,0.0102
5061,2017,0.0314,0.0102
5061,2018,0.0314,0.0102
5061,2019,0.0314,0.0102
5062,2015,0.0908,0.0386
5062,2016,0.0901,0.0383
5062,2017,0.0961,0.0408
5062,2018,0.0958,0.0407
5062,2019,0.0976,0.0415
5063,2015,0.6386,0.1681
5063,2016,0.6542,0.1769
5063,2017,0.6914,0.1847
5063,2018,0.6955,0.1873
5063,2019,0.7061,0.1897
5064,2015,0.0025,0.0006
5064,2016,0.0012,0.0003
5064,2017,0.002,0.0005
5064,2018,0.0023,0.0005
5064,2019,0.0034,0.0008
5062,2015,0.0454,0.0193
5062,2016,0.0428,0.0182
5062,2017,0.0361,0.0153
5062,2018,0.0355,0.0151
5062,2019,0.0349,0.0148
5063,2015,1.192,0.3634
5063,2016,1.158,0.3536
5063,2017,1.3019999999999998,0.4231
5063,2018,1.2711,0.4056
5063,2019,1.2311,0.3798
5064,2015,0.0268,0.006
5064,2016,0.0124,0.0028
5064,2017,0.052000000000000005,0.0117
5064,2018,0.0476,0.0107
5064,2019,0.0152,0.0034
5061,2015,1.1915,0.3872
5061,2016,1.2302,0.3998
5061,2017,1.2169,0.3955
5061,2018,1.1713,0.3807
5061,2019,1.2062,0.392
5062,2015,0.3266,0.1388
5062,2016,0.3218,0.1368
5062,2017,0.3052,0.1297
5062,2018,0.2909,0.1236
5062,2019,0.2894,0.12300000000000001
5063,2015,0.2691,0.0631
5063,2016,0.2689,0.0634
5063,2017,0.2646,0.0627
5063,2018,0.2542,0.0604
5063,2019,0.2513,0.0594
5064,2015,0.5945,0.1338
5064,2016,0.5412,0.1218
5064,2017,0.5419,0.1219
5064,2018,0.405,0.0911
5064,2019,0.6038,0.1359
5061,2015,0.2974,0.0966
5061,2016,0.3262,0.106
5061,2017,0.36,0.11699999999999999
5061,2018,0.266,0.0864
5061,2019,0.3174,0.1032
5062,2015,0.1141,0.0485
5062,2016,0.1208,0.0513
5062,2017,0.1203,0.0511
5062,2018,0.1242,0.0528
5062,2019,0.1288,0.0547
5063,2015,0.8963,0.2355
5063,2016,0.9248,0.2405
5063,2017,0.9325,0.2444
5063,2018,0.9499,0.2484
5063,2019,0.973,0.2529
5064,2015,0.0513,0.0115
5064,2016,0.054000000000000006,0.0122
5064,2017,0.0518,0.0117
5064,2018,0.0516,0.0116
5064,2019,0.0499,0.0112
5062,2015,0.0773,0.0328
5062,2016,0.0906,0.0385
5062,2017,0.0954,0.0406
5062,2018,0.0997,0.0424
5062,2019,0.1039,0.0442
5063,2015,0.271,0.0857
5063,2016,0.2892,0.092
5063,2017,0.2984,0.0951
5063,2018,0.306,0.0976
5063,2019,0.3139,0.1001
5064,2015,0.1166,0.0262
5064,2016,0.1364,0.0307
5064,2017,0.1021,0.023
5064,2018,0.1047,0.0236
5064,2019,0.0946,0.0213
5061,2015,0.22,0.0715
5061,2016,0.2451,0.0797
5061,2017,0.231,0.0751
5061,2018,0.231,0.0751
5061,2019,0.2357,0.0766
5062,2015,0.0912,0.0387
5062,2016,0.0951,0.0404
5062,2017,0.0961,0.0408
5062,2018,0.0969,0.0412
5062,2019,0.0979,0.0416
5063,2015,2.6417,0.9856
5063,2016,2.7376,1.0186
5063,2017,2.7649,1.0276
5063,2018,2.7910000000000004,1.0367
5063,2019,2.8187,1.0462
5064,2015,0.0835,0.0188
5064,2016,0.0851,0.0191
5064,2017,0.0699,0.0157
5064,2018,0.0736,0.0166
5064,2019,0.0737,0.0166
5061,2015,2.5585,0.8315
5061,2016,2.5180000000000002,0.8184
5061,2017,2.6266,0.8537
5061,2018,2.5054,0.8142
5061,2019,2.55,0.8288
5062,2015,0.6089,0.2588
5062,2016,0.5912,0.2513
5062,2017,0.5748,0.2443
5062,2018,0.5349,0.2273
5062,2019,0.5278,0.2243
5063,2015,0.4643,0.1069
5063,2016,0.4594,0.1068
5063,2017,0.446,0.1046
5063,2018,0.4203,0.099
5063,2019,0.4054,0.0951
5064,2015,1.1027,0.2481
5064,2016,0.9588,0.2157
5064,2017,0.9598,0.21600000000000003
5064,2018,0.7597,0.1709
5064,2019,0.9526,0.2143
5061,2015,0.2044,0.0664
5061,2016,0.2158,0.0701
5061,2017,0.2133,0.0693
5061,2018,0.2049,0.0666
5061,2019,0.2113,0.0687
5062,2015,0.1168,0.0497
5062,2016,0.1185,0.0504
5062,2017,0.1202,0.0511
5062,2018,0.1153,0.049
5062,2019,0.1152,0.0489
5063,2015,0.1152,0.0257
5063,2016,0.11599999999999999,0.0258
5063,2017,0.1167,0.026000000000000002
5063,2018,0.1127,0.0251
5063,2019,0.1118,0.025
5064,2015,0.027999999999999997,0.0063
5064,2016,0.0221,0.005
5064,2017,0.0239,0.0054
5064,2018,0.0245,0.0055
5064,2019,0.0252,0.0057
5061,2015,0.3087,0.1003
5061,2016,0.3539,0.115
5061,2017,0.3299,0.1072
5061,2018,0.2815,0.0915
5061,2019,0.3218,0.1046
5062,2015,0.2249,0.0956
5062,2016,0.2289,0.0973
5062,2017,0.2316,0.0984
5062,2018,0.2281,0.0969
5062,2019,0.1924,0.0818
5063,2015,0.3339,0.1103
5063,2016,0.3372,0.1113
5063,2017,0.3392,0.11199999999999999
5063,2018,0.3378,0.1115
5063,2019,0.298,0.0993
5064,2015,0.0966,0.0217
5064,2016,0.1249,0.0281
5064,2017,0.0913,0.0206
5064,2018,0.1135,0.0255
5064,2019,0.1099,0.0247
5061,2015,0.2584,0.084
5061,2016,0.1467,0.0477
5061,2017,0.4932,0.1603
5061,2018,0.4503,0.1463
5061,2019,0.3634,0.1181
5062,2015,0.6735,0.2862
5062,2016,0.6851,0.2912
5062,2017,0.6941,0.295
5062,2018,0.6958,0.2957
5062,2019,0.5698,0.2422
5063,2015,14.2689,3.1436
5063,2016,14.3059,3.1510000000000002
5063,2017,14.3396,3.1576
5063,2018,14.3434,3.158
5063,2019,13.9276,3.0699
5064,2015,0.7919,0.1782
5064,2016,0.7951,0.1789
5064,2017,0.7367,0.1657
5064,2018,0.7957,0.179
5064,2019,0.8248,0.1856
5061,2015,8.4583,2.7489
5061,2016,8.2854,2.6928
5061,2017,7.4944,2.4357
5061,2018,6.0088,1.9529
5061,2019,7.2629,2.3604
5062,2015,1.3907,0.5911
5062,2016,1.379,0.5861
5062,2017,1.4022,0.5959
5062,2018,1.2807,0.5443
5062,2019,1.3397,0.5694
5063,2015,2.4765,0.5521
5063,2016,2.4894,0.5539
5063,2017,2.4901,0.5524
5063,2018,2.2645,0.5031
5063,2019,2.3669,0.5254
5064,2015,0.5462,0.1229
5064,2016,0.5484,0.1234
5064,2017,0.5278,0.1188
5064,2018,0.54,0.1215
5064,2019,0.5666,0.1275
5061,2015,1.7196,0.5589
5061,2016,0.9944,0.3232
5061,2017,1.3587,0.4416
5061,2018,1.3842,0.4499
5061,2019,1.2458,0.4049
5062,2015,0.779,0.3311
5062,2016,0.8158,0.3467
5062,2017,0.9259999999999999,0.3936
5062,2018,1.5108,0.6421
5062,2019,1.7142,0.7285
5063,2015,3.5057,1.0809
5063,2016,3.7845,1.1804
5063,2017,3.9195,1.2274
5063,2018,4.262,1.334
5063,2019,4.5018,1.4143
5064,2015,0.634,0.1427
5064,2016,0.5762,0.1297
5064,2017,0.7483,0.1684
5064,2018,0.647,0.1456
5064,2019,0.7088,0.1595
5061,2015,0.0037,0.0012
5061,2016,0.0053,0.0017
5061,2017,0.0055,0.0018
5061,2018,0.0064,0.0021
5061,2019,0.0057,0.0019
5064,2015,0.0,0.0
5064,2016,0.0,0.0
5064,2017,0.0,0.0
5064,2018,0.0,0.0
5064,2019,0.0,0.0
5061,2015,1.6541,0.5376
5061,2016,1.8955,0.616
5061,2017,1.6184,0.526
5061,2018,1.6184,0.526
5061,2019,1.7108,0.556
5062,2015,0.4598,0.1954
5062,2016,0.4942,0.21
5062,2017,0.5206,0.2212
5062,2018,0.5402,0.2296
5062,2019,0.5642,0.2398
5063,2015,22.1429,6.5308
5063,2016,23.7842,7.0493
5063,2017,25.2329,7.5385
5063,2018,26.1624,7.8359
5063,2019,27.1489,8.1502
5064,2015,1.6280000000000001,0.3663
5064,2016,1.7727,0.3989
5064,2017,1.7987,0.4047
5064,2018,1.963,0.4417
5064,2019,2.0035,0.4508
5061,2015,0.0642,0.0209
5061,2016,0.0334,0.0108
5061,2017,0.0098,0.0032
5061,2018,0.0204,0.0066
5061,2019,0.0212,0.0069
5062,2015,0.0222,0.0094
5062,2016,0.0215,0.0091
5062,2017,0.0202,0.0086
5062,2018,0.0136,0.0058
5062,2019,0.0134,0.0057
5063,2015,0.0132,0.0037
5063,2016,0.013000000000000001,0.0037
5063,2017,0.013000000000000001,0.0037
5063,2018,0.0124,0.0035
5063,2019,0.0123,0.0035
5064,2015,0.0028,0.0006
5064,2016,0.0029,0.0006
5064,2017,0.0033,0.0007
5064,2018,0.0004,0.0001
5064,2019,0.0004,0.0001
5061,2015,3.8224,1.2423
5061,2016,1.7933,0.5828
5061,2017,3.905,1.2691
5061,2018,3.905,1.2691
5061,2019,3.2011,1.0404
5062,2015,0.5562,0.2364
5062,2016,0.5725,0.2433
5062,2017,0.5918,0.2515
5062,2018,0.6063,0.2577
5062,2019,0.6115,0.2599
5063,2015,12.6631,3.8588
5063,2016,12.8953,3.9292
5063,2017,13.0541,3.9446
5063,2018,13.3629,4.0375
5063,2019,13.6048,4.1689
5064,2015,2.52,0.5670000000000001
5064,2016,0.9447,0.2126
5064,2017,2.1908,0.4929
5064,2018,2.2226,0.5001
5064,2019,1.2542,0.2822
5062,2015,0.0048,0.002
5062,2016,0.0043,0.0018
5062,2017,0.0041,0.0017
5062,2018,0.0035,0.0015
5062,2019,0.0034,0.0014
5063,2015,0.0251,0.0064
5063,2016,0.0252,0.0064
5063,2017,0.024,0.0061
5063,2018,0.022000000000000002,0.0056
5063,2019,0.0209,0.0054
5061,2015,0.1032,0.0336
5061,2016,0.1423,0.0462
5061,2017,0.1317,0.0428
5061,2018,0.1164,0.0378
5061,2019,0.1301,0.0423
5062,2015,0.022000000000000002,0.0094
5062,2016,0.0239,0.0101
5062,2017,0.0233,0.0099
5062,2018,0.0233,0.0099
5062,2019,0.0234,0.0099
5063,2015,0.1576,0.0349
5063,2016,0.1678,0.0371
5063,2017,0.1674,0.037000000000000005
5063,2018,0.1708,0.0378
5063,2019,0.1738,0.0383
5064,2015,0.0007,0.0002
5064,2016,0.0007,0.0001
5064,2017,0.0006,0.0001
5064,2018,0.0006,0.0001
5064,2019,0.0005,0.0001
5062,2015,0.1476,0.0627
5062,2016,0.1519,0.0646
5062,2017,0.1496,0.0636
5062,2018,0.1501,0.0638
5062,2019,0.1515,0.0644
5063,2015,7.1974,2.5381
5063,2016,7.4279,2.6076
5063,2017,7.3295,2.5688
5063,2018,7.3299,2.5763
5063,2019,7.3984,2.6004
5064,2015,0.0835,0.0188
5064,2016,0.0839,0.0189
5064,2017,0.0844,0.019
5064,2018,0.1058,0.0238
5064,2019,0.1087,0.0245
5061,2015,14.4472,4.6954
5061,2016,23.4338,7.6160000000000005
5061,2017,22.8798,7.4359
5061,2018,20.9289,6.8019
5061,2019,22.4142,7.2846
5062,2015,7.3819,3.1373
5062,2016,7.5271,3.199
5062,2017,7.6734,3.2612
5062,2018,7.8725,3.3458
5062,2019,8.0533,3.4226
5063,2015,53.7166,13.5101
5063,2016,54.1559,13.6094
5063,2017,54.8149,13.7525
5063,2018,55.5154,13.8945
5063,2019,56.0877,14.0198
5064,2015,5.5479,1.2483
5064,2016,6.0581,1.3631
5064,2017,5.8889,1.325
5064,2018,5.6177,1.264
5064,2019,5.5319,1.2447
5062,2015,0.0059,0.0025
5062,2016,0.006,0.0025
5062,2017,0.0061,0.0026
5062,2018,0.0061,0.0026
5062,2019,0.0062,0.0026
5063,2015,0.031,0.0068
5063,2016,0.0318,0.006999999999999999
5063,2017,0.0324,0.0071
5063,2018,0.0331,0.0073
5063,2019,0.0337,0.0074
5064,2015,0.0001,0.0
5064,2016,0.0001,0.0
5064,2017,0.0001,0.0
5064,2018,0.0001,0.0
5064,2019,0.0001,0.0
5061,2015,0.3251,0.1056
5061,2016,0.3609,0.1173
5061,2017,0.5606,0.1822
5061,2018,0.6367,0.2069
5061,2019,0.5194,0.1688
5062,2015,2.1715,0.9229
5062,2016,2.3739,1.0089
5062,2017,2.5532,1.0851
5062,2018,2.5645,1.0899
5062,2019,2.7451,1.1667
5063,2015,13.5462,5.2883
5063,2016,14.8423,5.8015
5063,2017,15.9708,6.2427
5063,2018,16.0015,6.2564
5063,2019,17.1377,6.6926
5064,2015,0.0687,0.0154
5064,2016,0.1188,0.0267
5064,2017,0.0668,0.015
5064,2018,0.109,0.0245
5064,2019,0.1077,0.0242
5061,2015,0.0202,0.0066
5061,2016,0.0208,0.0068
5061,2017,0.0164,0.0053
5061,2018,0.0197,0.0064
5061,2019,0.019,0.0062
5062,2015,0.0811,0.0345
5062,2016,0.0833,0.0354
5062,2017,0.0788,0.0335
5062,2018,0.0759,0.0322
5062,2019,0.0736,0.0313
5063,2015,0.1076,0.0336
5063,2016,0.1049,0.033
5063,2017,0.1026,0.0322
5063,2018,0.1002,0.0316
5063,2019,0.0976,0.0308
5064,2015,0.0021,0.0005
5064,2016,0.0022,0.0005
5064,2017,0.0022,0.0005
5064,2018,0.0022,0.0005
5064,2019,0.0022,0.0005
5064,2015,0.0,0.0
5064,2016,0.0,0.0
5064,2017,0.0,0.0
5064,2018,0.0,0.0
5064,2019,0.0,0.0
5061,2015,0.1897,0.0616
5061,2016,0.3016,0.098
5061,2017,0.3553,0.1155
5061,2018,0.4166,0.1354
5061,2019,0.3578,0.1163
5062,2015,0.4438,0.1886
5062,2016,0.4747,0.2017
5062,2017,0.4869,0.2069
5062,2018,0.4812,0.2045
5062,2019,0.4798,0.2039
5063,2015,3.2417,0.8593
5063,2016,3.6034,0.9606
5063,2017,3.8306,1.0135
5063,2018,3.912,1.0288
5063,2019,3.9569,1.0335
5064,2015,0.4091,0.0921
5064,2016,0.45299999999999996,0.1019
5064,2017,0.4535,0.102
5064,2018,0.9841,0.2214
5064,2019,0.8618,0.1939
5061,2015,1.8366,0.5969
5061,2016,2.3518,0.7643
5061,2017,4.027,1.3088
5061,2018,4.2633,1.3856
5061,2019,3.5474,1.1529
5062,2015,6.8226,2.8996
5062,2016,6.9959,2.9732
5062,2017,7.2809,3.0944
5062,2018,7.7111,3.2772
5062,2019,8.1656,3.4704
5063,2015,15.8453,3.7256
5063,2016,16.3893,3.8923
5063,2017,17.1797,4.109
5063,2018,18.304000000000002,4.4086
5063,2019,19.3162,4.6807
5064,2015,6.4258,1.4458
5064,2016,6.3629,1.4316
5064,2017,6.5564,1.4752
5064,2018,6.7558,1.5201
5064,2019,6.5444,1.4725
5061,2015,0.1629,0.053
5061,2016,0.3088,0.1003
5061,2017,0.2961,0.0962
5061,2018,0.3199,0.10400000000000001
5061,2019,0.3082,0.1002
5062,2015,0.0855,0.0363
5062,2016,0.0917,0.039
5062,2017,0.0897,0.0381
5062,2018,0.0902,0.0383
5062,2019,0.0906,0.0385
5063,2015,4.3691,1.1166
5063,2016,4.8498,1.2142
5063,2017,4.6066,1.162
5063,2018,4.5139,1.1447
5063,2019,4.5225,1.1394
5064,2015,0.0269,0.0061
5064,2016,0.02,0.0045
5064,2017,0.0307,0.0069
5064,2018,0.0332,0.0075
5064,2019,0.0151,0.0034
5061,2015,0.0,0.0
5061,2016,0.0,0.0
5061,2017,0.0,0.0
5061,2018,0.0,0.0
5061,2019,0.0,0.0
5062,2015,0.0003,0.0001
5062,2016,0.0003,0.0001
5062,2017,0.0003,0.0001
5062,2018,0.0003,0.0001
5062,2019,0.0003,0.0001
5063,2015,0.0,0.0
5063,2016,0.0,0.0
5063,2017,0.0,0.0
5063,2018,0.0,0.0
5063,2019,0.0,0.0
5061,2015,1.6625,0.5403
5061,2016,1.6614,0.5399
5061,2017,1.44,0.46799999999999997
5061,2018,1.9997,0.6499
5061,2019,1.7003,0.5526
5062,2015,1.5101,0.6418
5062,2016,1.5897,0.6756
5062,2017,1.6018,0.6808
5062,2018,1.6354,0.6951
5062,2019,1.6636,0.7070000000000001
5063,2015,7.3922,2.0849
5063,2016,7.6748,2.1802
5063,2017,7.7379999999999995,2.2022
5063,2018,7.9195,2.2637
5063,2019,8.1191,2.3364
5064,2015,1.9162,0.4311
5064,2016,1.8066,0.4065
5064,2017,2.0074,0.4517
5064,2018,2.0222,0.455
5064,2019,2.1089,0.4745
5061,2015,0.8796,0.2859
5061,2016,0.9343,0.3036
5061,2017,1.2201,0.3965
5061,2018,0.7591,0.2467
5061,2019,0.9712,0.3156
5062,2015,0.7344,0.3121
5062,2016,0.6809,0.2894
5062,2017,0.6468,0.2749
5062,2018,0.665,0.2826
5062,2019,0.6782,0.2882
5063,2015,6.2423,1.3668
5063,2016,6.2393,1.3661
5063,2017,6.046,1.325
5063,2018,6.2927,1.3774
5063,2019,6.4542,1.4117
5064,2015,0.1735,0.039
5064,2016,0.2111,0.0475
5064,2017,0.20199999999999999,0.0455
5064,2018,0.1898,0.0427
5064,2019,0.2052,0.0462
5061,2015,0.1056,0.0343
5061,2016,0.1012,0.0329
5061,2017,0.1012,0.0329
5061,2018,0.1012,0.0329
5061,2019,0.1012,0.0329
5062,2015,0.4307,0.1831
5062,2016,0.451,0.1917
5062,2017,0.4726,0.2009
5062,2018,0.4952,0.2105
5062,2019,0.5189,0.2205
5063,2015,22.9874,6.4767
5063,2016,24.1549,6.777
5063,2017,25.3882,7.0932
5063,2018,26.6874,7.4253
5063,2019,28.0582,7.7747
5064,2015,1.4886,0.3349
5064,2016,1.6061,0.3614
5064,2017,1.636,0.3681
5064,2018,1.6763,0.3772
5064,2019,1.5295,0.3441
5061,2015,3.0816,1.0015
5061,2016,4.5374,1.4747
5061,2017,7.1701,2.3303
5061,2018,6.9652,2.2637
5061,2019,6.2242,2.0229
5062,2015,2.7131,1.1531
5062,2016,2.8273,1.2016
5062,2017,2.9211,1.2415
5062,2018,2.9609,1.2584
5062,2019,2.9605,1.2582
5063,2015,52.3926,16.5155
5063,2016,53.4892,16.9991
5063,2017,54.4421,17.3403
5063,2018,55.5011,17.7143
5063,2019,56.4753,18.0607
5064,2015,5.7241,1.2879
5064,2016,6.7192,1.5118
5064,2017,6.7753,1.5244
5064,2018,6.9501,1.5638
5064,2019,6.705,1.5086
5062,2015,0.0003,0.0001
5062,2016,0.0003,0.0001
5062,2017,0.0003,0.0001
5062,2018,0.0003,0.0001
5062,2019,0.0003,0.0001
5063,2015,0.0002,0.0
5063,2016,0.0002,0.0
5063,2017,0.0002,0.0
5063,2018,0.0002,0.0
5063,2019,0.0002,0.0
5061,2015,1.6123,0.524
5061,2016,1.6059,0.5219
5061,2017,1.5607,0.5072
5061,2018,1.609,0.5229
5061,2019,1.5919,0.5174
5062,2015,0.7475,0.3177
5062,2016,0.7527,0.3199
5062,2017,0.768,0.3264
5062,2018,0.7578,0.322
5062,2019,0.7704,0.3274
5063,2015,1.0009,0.3249
5063,2016,1.0291,0.335
5063,2017,1.022,0.3305
5063,2018,1.0177,0.32899999999999996
5063,2019,0.9981,0.3204
5064,2015,0.2561,0.0576
5064,2016,0.2478,0.0558
5064,2017,0.2473,0.0556
5064,2018,0.1543,0.0347
5064,2019,0.2515,0.0566
5061,2015,0.0088,0.0029
5061,2016,0.0088,0.0029
5061,2017,0.0088,0.0029
5061,2018,0.0088,0.0029
5061,2019,0.0088,0.0029
5062,2015,0.0117,0.005
5062,2016,0.0114,0.0048
5062,2017,0.0114,0.0048
5062,2018,0.0113,0.0048
5062,2019,0.0113,0.0048
5063,2015,0.16,0.0351
5063,2016,0.1546,0.034
5063,2017,0.1538,0.0339
5063,2018,0.1521,0.0335
5063,2019,0.1503,0.033
5064,2015,0.001,0.0002
5064,2016,0.0012,0.0003
5064,2017,0.0013,0.0003
5064,2018,0.0014,0.0003
5064,2019,0.0013,0.0003
5061,2015,6.7414,2.191
5061,2016,6.7886,2.2063
5061,2017,6.9614,2.2625
5061,2018,7.1971,2.3391
5061,2019,6.9824,2.2693
5062,2015,1.0816,0.4597
5062,2016,1.1078,0.4708
5062,2017,1.1023,0.4685
5062,2018,1.1009,0.4679
5062,2019,1.0929,0.4645
5063,2015,27.4818,7.7957
5063,2016,27.2498,7.6473
5063,2017,27.1833,7.6278
5063,2018,27.0333,7.5797
5063,2019,26.9324,7.5263
5064,2015,0.2001,0.045
5064,2016,0.1962,0.0441
5064,2017,0.1679,0.0378
5064,2018,0.1775,0.0399
5064,2019,0.1845,0.0415
5061,2015,0.1466,0.0477
5061,2016,0.1891,0.0615
5061,2017,0.1382,0.0449
5061,2018,0.1606,0.0522
5061,2019,0.1627,0.0529
5062,2015,0.0225,0.0095
5062,2016,0.023,0.0098
5062,2017,0.0235,0.01
5062,2018,0.0239,0.0102
5062,2019,0.0243,0.0103
5063,2015,1.3928,0.4599
5063,2016,1.4208,0.4691
5063,2017,1.4484,0.4782
5063,2018,1.4768,0.4876
5063,2019,1.5057,0.4972
5064,2015,0.0102,0.0023
5064,2016,0.0081,0.0018
5064,2017,0.0082,0.0019
5064,2018,0.0084,0.0019
5064,2019,0.0084,0.0019
5061,2015,0.0329,0.0107
5061,2016,0.1342,0.0436
5061,2017,0.1196,0.0389
5061,2018,0.1761,0.0572
5061,2019,0.1433,0.0466
5062,2015,1.0706,0.455
5062,2016,1.135,0.4824
5062,2017,1.1567,0.4916
5062,2018,1.1829,0.5027
5062,2019,1.2092,0.5139
5063,2015,22.6471,5.5879
5063,2016,23.8382,5.9144
5063,2017,24.7008,6.1169
5063,2018,25.4326,6.2942
5063,2019,26.1647,6.4715
5064,2015,0.8099,0.1822
5064,2016,0.6909,0.1555
5064,2017,0.7726,0.1738
5064,2018,0.7757,0.1745
5064,2019,0.7566,0.1702
5061,2015,11.149000000000001,3.6234
5061,2016,11.335,3.6839
5061,2017,11.335,3.6839
5061,2018,11.335,3.6839
5061,2019,11.335,3.6839
5062,2015,3.8985,1.6569
5062,2016,4.3754,1.8595
5062,2017,4.4932,1.9096
5062,2018,4.6287,1.9672
5062,2019,4.7068,2.0004
5063,2015,9.895,2.8112
5063,2016,10.7655,3.0463
5063,2017,11.0867,3.1451
5063,2018,11.4346,3.2485
5063,2019,11.5921,3.2895
5064,2015,1.6043,0.361
5064,2016,1.6149,0.3633
5064,2017,1.4288,0.3215
