Code zone,Code Produit,Code année,Emission de ch4
18,6993,2016,0.0
18,6993,2017,0.0
18,6993,2018,0.0
18,6993,2019,0.0
18,6994,2015,0.0102
18,6994,2016,0.0121
18,6994,2017,0.0121
18,6994,2018,0.0136
18,6994,2019,0.013000000000000001
19,5058,2015,665.6963
19,5058,2016,674.3671
19,5058,2017,681.8202
19,5058,2018,695.6078
19,5058,2019,706.6080000000001
19,5059,2015,22.6273
19,5059,2016,22.9332
19,5059,2017,23.4306
19,5059,2018,23.7876
19,5059,2019,24.2221
19,5060,2015,11.645
19,5060,2016,11.4733
19,5060,2017,12.0977
19,5060,2018,11.8843
19,5060,2019,13.1097
19,5066,2015,1.9064
19,5066,2016,1.8125
19,5066,2017,1.8679
19,5066,2018,2.0107
19,5066,2019,2.0619
19,6795,2015,26.8169
19,6795,2016,41.8554
19,6795,2017,31.8641
19,6795,2018,20.5217
19,6795,2019,49.0507
19,6992,2015,44.6404
19,6992,2016,61.1588
19,6992,2017,31.3688
19,6992,2018,37.4289
19,6992,2019,202.1153
19,69921,2015,44.1294
19,69921,2016,58.7977
19,69921,2017,29.4117
19,69921,2018,34.8443
19,69921,2019,173.8063
19,6993,2015,0.0
19,6993,2016,0.0
19,6993,2017,0.0
19,6993,2018,0.0
19,6993,2019,0.0
19,6994,2015,0.0794
19,6994,2016,0.084
19,6994,2017,0.0897
19,6994,2018,0.0909
19,6994,2019,0.0938
80,5058,2015,50.4491
80,5058,2016,50.13399999999999
80,5058,2017,48.8821
80,5058,2018,48.1242
80,5058,2019,46.7561
80,5059,2015,11.1896
80,5059,2016,10.9593
80,5059,2017,10.7783
80,5059,2018,10.6124
80,5059,2019,10.4024
80,5066,2015,0.5854
80,5066,2016,0.5947
80,5066,2017,0.6002
80,5066,2018,0.5968
80,5066,2019,0.5925
80,6795,2015,0.0607
80,6795,2016,0.0705
80,6795,2017,0.4467
80,6795,2018,0.0059
80,6795,2019,0.0662
80,6992,2015,0.0224
80,6992,2016,0.0075
80,6992,2017,0.0873
80,6992,2018,0.0199
80,6992,2019,0.0748
80,69921,2015,0.0
80,69921,2016,0.0
80,69921,2017,0.0
80,69921,2018,0.0
80,69921,2019,0.0
80,6993,2015,0.2325
80,6993,2016,0.1163
