Code zone,Code Produit,Code année,Emission de ch4
231,5060,2018,412.1775
231,5060,2019,350.1365
231,5066,2015,110.9923
231,5066,2016,116.4534
231,5066,2017,108.8821
231,5066,2018,108.5081
231,5066,2019,107.3432
231,6795,2015,30.9594
231,6795,2016,23.3359
231,6795,2017,33.6283
231,6795,2018,29.5894
231,6795,2019,19.5371
231,6992,2015,44.1635
231,6992,2016,27.5625
231,6992,2017,51.0436
231,6992,2018,47.1007
231,6992,2019,29.0968
231,69921,2015,0.0291
231,69921,2016,0.0291
231,69921,2017,0.052000000000000005
231,69921,2018,0.052000000000000005
231,69921,2019,0.0104
231,6993,2015,771.7224
231,6993,2016,596.5076
231,6993,2017,1103.8715
231,6993,2018,737.7465
231,6993,2019,651.6716
231,6994,2015,17.0878
231,6994,2016,14.7031
231,6994,2017,17.4279
231,6994,2018,16.8413
231,6994,2019,17.0919
238,5058,2015,2432.4894
238,5058,2016,2509.0772
238,5058,2017,2571.3697
238,5058,2018,2583.2101
238,5058,2019,2611.9947
238,5059,2015,81.6897
238,5059,2016,84.2759
238,5059,2017,86.5107
238,5059,2018,88.4697
238,5059,2019,89.5827
238,5060,2015,6.3636
238,5060,2016,6.7785
238,5060,2017,7.435
238,5060,2018,8.8707
238,5060,2019,8.0606
238,5066,2015,9.902000000000001
238,5066,2016,10.0643
238,5066,2017,10.5101
238,5066,2018,8.5513
238,5066,2019,8.2149
238,6795,2015,76.73899999999999
238,6795,2016,70.3516
238,6795,2017,62.3875
238,6795,2018,50.0783
238,6795,2019,47.2031
238,6992,2015,17.3324
238,6992,2016,17.8674
238,6992,2017,18.3714
238,6992,2018,13.8981
238,6992,2019,13.2582
238,69921,2015,5.6285
238,69921,2016,6.0889999999999995
238,69921,2017,7.5101
238,69921,2018,5.3982
238,69921,2019,3.9231
238,6993,2015,89.3653
238,6993,2016,125.7956
238,6993,2017,57.3399
238,6993,2018,76.8446
238,6993,2019,51.6152
238,6994,2015,0.5268
238,6994,2016,0.5526
238,6994,2017,0.4871
238,6994,2018,0.466
238,6994,2019,0.4226
185,5058,2015,1665.1429999999998
185,5058,2016,1620.7638
185,5058,2017,1599.9097
185,5058,2018,1583.3705
185,5058,2019,1564.5634
185,5059,2015,293.4703
185,5059,2016,285.0179
185,5059,2017,284.9589
185,5059,2018,287.1992
185,5059,2019,286.2615
185,5060,2015,55.6923
185,5060,2016,57.0704
185,5060,2017,51.9817
185,5060,2018,50.4496
185,5060,2019,53.3935
185,5066,2015,35.4445
185,5066,2016,37.2984
185,5066,2017,37.291
185,5066,2018,35.2716
185,5066,2019,36.8133
185,6795,2015,63.4153
185,6795,2016,78.0817
185,6795,2017,52.1933
185,6795,2018,89.2519
185,6795,2019,95.7283
185,6992,2015,57.9613
185,6992,2016,137.7768
185,6992,2017,77.8904
185,6992,2018,137.4924
185,6992,2019,124.3126
185,69921,2015,0.0
185,69921,2016,0.0
185,69921,2017,0.0
185,69921,2018,0.0
185,69921,2019,0.0
185,6993,2015,187.2067
185,6993,2016,472.3909
185,6993,2017,193.1718
185,6993,2018,837.5282
185,6993,2019,387.1012
185,6994,2015,7.2484
185,6994,2016,6.4272
185,6994,2017,5.9714
185,6994,2018,6.0911
185,6994,2019,5.8155
66,5058,2015,6.9791
66,5058,2016,6.9414
66,5058,2017,7.986000000000001
66,5058,2018,8.2061
66,5058,2019,9.8138
66,5059,2015,2.7623
66,5059,2016,2.815
66,5059,2017,2.8924
66,5059,2018,2.9234
66,5059,2019,3.0608
66,5060,2015,0.2954
66,5060,2016,0.4036
66,5060,2017,0.4238
66,5060,2018,0.32899999999999996
66,5060,2019,0.2682
66,5066,2015,0.0761
66,5066,2016,0.0735
66,5066,2017,0.07200000000000001
66,5066,2018,0.0695
66,5066,2019,0.0657
66,6795,2015,0.0712
66,6795,2016,0.0184
66,6795,2017,0.0115
66,6795,2018,0.0146
66,6795,2019,0.0007
66,6992,2015,0.1661
66,6992,2016,0.0021
66,6992,2017,0.0166
66,6992,2018,0.0457
66,6992,2019,0.0166
66,69921,2015,0.1661
66,69921,2016,0.0021
66,69921,2017,0.0166
66,69921,2018,0.0457
66,69921,2019,0.0166
66,6993,2015,0.0
66,6993,2016,0.0
66,6993,2017,0.0
66,6993,2018,0.0
66,6993,2019,0.0
66,6994,2015,0.03
66,6994,2016,0.0319
66,6994,2017,0.036000000000000004
66,6994,2018,0.0389
66,6994,2019,0.04
67,5058,2015,73.7119
67,5058,2016,73.2246
67,5058,2017,71.7248
67,5058,2018,68.9712
67,5058,2019,67.5797
67,5059,2015,18.5012
67,5059,2016,18.3887
67,5059,2017,17.5879
67,5059,2018,16.6736
67,5059,2019,16.6107
67,5066,2015,0.2611
67,5066,2016,0.2323
67,5066,2017,0.2098
67,5066,2018,0.192
67,5066,2019,0.2134
67,6795,2015,0.0051
67,6795,2016,0.019
67,6795,2018,0.0148
67,6795,2019,0.0231
67,6992,2015,0.002
67,6992,2016,0.0041
67,6992,2017,0.0
67,6992,2018,0.0041
67,6992,2019,0.0041
67,69921,2015,0.0
67,69921,2016,0.0
67,69921,2017,0.0
67,69921,2018,0.0
67,69921,2019,0.0
67,6993,2015,0.0661
67,6993,2016,0.127
67,6993,2017,0.0
67,6993,2018,0.127
67,6993,2019,0.1571
67,6994,2015,0.1606
67,6994,2016,0.1593
67,6994,2017,0.1445
67,6994,2018,0.1563
67,6994,2019,0.1551
68,5058,2015,1415.0287
68,5058,2016,1411.5129
68,5058,2017,1384.45
68,5058,2018,1365.0304
68,5058,2019,1333.6957
68,5059,2015,286.887
68,5059,2016,282.7482
68,5059,2017,281.4949
68,5059,2018,283.1302
68,5059,2019,277.6113
68,5060,2015,8.1482
68,5060,2016,8.4234
68,5060,2017,8.6421
68,5060,2018,6.6931
68,5060,2019,7.6104
68,5066,2015,10.4287
68,5066,2016,9.9728
68,5066,2017,9.7268
68,5066,2018,9.5234
68,5066,2019,9.7527
68,6795,2015,0.0274
68,6795,2016,0.0958
68,6795,2017,0.2664
68,6795,2018,0.0051
68,6795,2019,0.2818
68,6992,2015,0.0873
68,6992,2016,0.0848
68,6992,2017,1.2913
68,6992,2018,0.0349
68,6992,2019,0.9348
68,69921,2015,0.0
68,69921,2016,0.0
68,69921,2017,0.0
68,69921,2018,0.0
68,69921,2019,0.0
68,6993,2015,0.0102
68,6993,2016,0.0
68,6993,2017,0.0
68,6993,2018,0.0
68,6993,2019,0.0077
68,6994,2015,0.7413
68,6994,2016,0.7305
68,6994,2017,0.7222
68,6994,2018,0.7108
68,6994,2019,0.7013
74,5058,2015,3.2254
74,5058,2016,3.1587
74,5058,2017,3.1829
74,5058,2018,3.1703
74,5058,2019,3.1926
74,5059,2015,0.3755
74,5059,2016,0.3743
74,5059,2017,0.3742
74,5059,2018,0.3757
74,5059,2019,0.3772
74,5060,2015,0.0416
74,5060,2016,0.0414
74,5060,2017,0.0416
74,5060,2018,0.0419
74,5060,2019,0.0421
74,5066,2015,0.0842
74,5066,2016,0.0862
74,5066,2017,0.0878
74,5066,2018,0.0893
74,5066,2019,0.0909
74,6795,2015,4.2357
74,6795,2016,4.7906
74,6795,2017,5.3048
74,6795,2018,3.5055
74,6795,2019,5.6348
74,6992,2015,0.7882
74,6992,2016,0.8193
74,6992,2017,0.9462
74,6992,2018,0.7114
74,6992,2019,0.8401
74,69921,2015,0.7882
74,69921,2016,0.8193
74,69921,2017,0.9438
74,69921,2018,0.7114
74,69921,2019,0.8401
74,6993,2015,4.6126
74,6993,2016,1.5367
74,6993,2017,2.1862
74,6993,2018,0.2693
74,6993,2019,4.0328
74,6994,2015,0.0117
74,6994,2016,0.0125
74,6994,2017,0.0108
74,6994,2018,0.0159
74,6994,2019,0.0168
75,5058,2015,18.9376
75,5058,2016,17.6889
75,5058,2017,17.9155
75,5058,2018,18.052
75,5058,2019,18.073
75,5059,2015,0.7124
75,5059,2016,0.6804
75,5059,2017,0.6945
75,5059,2018,0.703
75,5059,2019,0.703
75,5060,2015,21.4691
75,5060,2016,16.6068
75,5060,2017,16.5952
75,5060,2018,9.7297
75,5060,2019,16.38
75,5066,2015,0.2487
75,5066,2016,0.2081
75,5066,2017,0.1772
75,5066,2018,0.1518
75,5066,2019,0.191
75,6795,2015,0.8238
75,6795,2016,1.6189
75,6795,2017,1.5423
75,6795,2018,1.3585
75,6795,2019,1.2062
75,6992,2015,0.0
75,6992,2016,0.0
75,6992,2017,0.0
75,6992,2018,0.0062
75,6992,2019,0.0
75,69921,2015,0.0
75,69921,2016,0.0
75,69921,2017,0.0
75,69921,2018,0.0062
75,69921,2019,0.0
75,6993,2015,0.0
75,6993,2016,0.0
75,6993,2017,0.0
75,6993,2018,0.0
75,6993,2019,0.0
75,6994,2015,0.0023
75,6994,2016,0.0024
75,6994,2017,0.0025
75,6994,2018,0.0027
75,6994,2019,0.0028
73,5058,2015,45.1678
73,5058,2016,45.4052
73,5058,2017,44.125
73,5058,2018,41.8696
73,5058,2019,40.4412
73,5059,2015,1.9938
73,5059,2016,2.001
73,5059,2017,1.9098
73,5059,2018,1.8381
73,5059,2019,1.7933
73,5066,2015,0.3439
73,5066,2016,0.3042
73,5066,2017,0.26
73,5066,2018,0.2395
73,5066,2019,0.2436
73,6795,2015,0.2113
73,6795,2016,0.1062
73,6795,2017,0.0887
73,6795,2018,0.0554
73,6795,2019,0.1623
73,6992,2015,0.1321
73,6992,2016,0.0199
73,6992,2017,0.0474
73,6992,2018,0.0
73,6992,2019,0.8077
73,69921,2015,0.0
73,69921,2016,0.0
73,69921,2017,0.0
73,69921,2018,0.0
73,69921,2019,0.0
73,6993,2015,0.0
73,6993,2016,0.0
73,6993,2017,0.0
73,6993,2018,0.0
73,6993,2019,0.0
73,6994,2015,0.004
73,6994,2016,0.0096
73,6994,2017,0.0085
73,6994,2018,0.0108
73,6994,2019,0.008
81,5058,2015,113.7326
81,5058,2016,119.5229
81,5058,2017,125.6891
81,5058,2018,128.9049
81,5058,2019,132.2806
81,5059,2015,6.3955
81,5059,2016,6.7103
81,5059,2017,7.0132
81,5059,2018,7.2452
81,5059,2019,7.4971
81,5060,2015,15.6757
81,5060,2016,16.3873
81,5060,2017,17.2667
81,5060,2018,18.3104
81,5060,2019,21.5856
81,5066,2015,2.7336
81,5066,2016,2.7569999999999997
81,5066,2017,3.0923
81,5066,2018,3.6004
81,5066,2019,4.3173
81,6795,2015,67.8355
81,6795,2016,64.5225
81,6795,2017,62.3531
81,6795,2018,55.6371
81,6795,2019,50.7414
81,6992,2015,0.2759
81,6992,2016,1.5497
81,6992,2017,0.5602
81,6992,2018,0.6058
81,6992,2019,0.4087
81,69921,2015,0.2759
81,69921,2016,1.5497
81,69921,2017,0.5602
81,69921,2018,0.6058
81,69921,2019,0.4087
81,6993,2015,0.0
81,6993,2016,0.0
81,6993,2017,0.0
81,6993,2018,0.0079
81,6993,2019,0.0
81,6994,2015,0.3279
81,6994,2016,0.3437
81,6994,2017,0.3908
81,6994,2018,0.3829
81,6994,2019,0.3879
82,6992,2015,0.0
82,6992,2016,0.0
82,6992,2017,0.0
82,6992,2018,0.0
82,6992,2019,0.0
82,69921,2015,0.0
82,69921,2016,0.0
82,69921,2017,0.0
82,69921,2018,0.0
82,69921,2019,0.0
82,6993,2015,0.0
82,6993,2016,0.0
82,6993,2017,0.0
82,6993,2018,0.0
82,6993,2019,0.0
82,6994,2015,0.0022
82,6994,2016,0.0024
82,6994,2017,0.0026
82,6994,2018,0.0028
82,6994,2019,0.003
84,5058,2015,134.9401
84,5058,2016,133.0772
84,5058,2017,134.5153
84,5058,2018,123.5667
84,5058,2019,122.1117
84,5059,2015,17.7122
84,5059,2016,17.3403
84,5059,2017,17.6375
84,5059,2018,16.391
84,5059,2019,16.1614
84,5060,2015,14.6377
84,5060,2016,16.2036
84,5060,2017,15.5741
84,5060,2018,15.2964
84,5060,2019,15.0494
84,5066,2015,0.9826
84,5066,2016,0.9891
84,5066,2017,0.8865
84,5066,2018,0.7882
84,5066,2019,0.7347
84,6795,2015,0.0871
84,6795,2016,0.192
84,6795,2017,0.1718
84,6795,2018,0.0881
84,6795,2019,0.0572
84,6992,2015,0.0075
84,6992,2016,0.3138
84,6992,2017,0.1892
84,6992,2018,0.0498
84,6992,2019,0.26899999999999996
84,69921,2015,0.0
84,69921,2016,0.0
84,69921,2017,0.0
84,69921,2018,0.0
84,69921,2019,0.0
84,6993,2015,0.0969
84,6993,2016,0.0836
84,6993,2017,0.275
84,6993,2018,0.1387
84,6993,2019,0.1098
84,6994,2015,0.1807
84,6994,2016,0.1988
84,6994,2017,0.20199999999999999
84,6994,2018,0.2397
84,6994,2019,0.2502
86,5058,2015,0.3776
86,5058,2016,0.3798
86,5058,2017,0.38
86,5058,2018,0.3805
86,5058,2019,0.381
86,5059,2015,0.0193
86,5059,2016,0.0193
86,5059,2017,0.0194
86,5059,2018,0.0194
86,5059,2019,0.0194
86,5066,2015,0.0012
86,5066,2016,0.0012
86,5066,2017,0.0012
86,5066,2018,0.0013
86,5066,2019,0.0013
86,6992,2015,0.0
86,6992,2016,0.0
86,6992,2017,0.0
86,6992,2018,0.0
86,6992,2019,0.0
86,69921,2015,0.0
86,69921,2016,0.0
86,69921,2017,0.0
86,69921,2018,0.0
86,69921,2019,0.0
86,6993,2015,0.0
86,6993,2016,0.0
86,6993,2017,0.0
86,6993,2018,0.0
86,6993,2019,0.0
86,6994,2015,0.0013
86,6994,2016,0.0012
86,6994,2017,0.0012
86,6994,2018,0.0022
86,6994,2019,0.0023
85,6795,2017,0.035
85,6795,2019,0.0041
85,6992,2015,0.0
85,6992,2016,0.0
85,6992,2017,0.0
85,6992,2018,0.0
85,6992,2019,0.0
85,69921,2015,0.0
85,69921,2016,0.0
85,69921,2017,0.0
85,69921,2018,0.0
85,69921,2019,0.0
85,6993,2015,0.0
85,6993,2016,0.0
85,6993,2017,0.0
85,6993,2018,0.0
85,6993,2019,0.0
85,6994,2015,0.0325
85,6994,2016,0.0356
85,6994,2017,0.0372
85,6994,2018,0.0373
85,6994,2019,0.0382
87,5058,2015,4.3557
87,5058,2016,4.385
87,5058,2017,4.3541
87,5058,2018,4.3589
87,5058,2019,4.3646
87,5059,2015,0.1018
87,5059,2016,0.0995
87,5059,2017,0.0979
87,5059,2018,0.0972
87,5059,2019,0.0969
87,5066,2015,0.019
87,5066,2016,0.0188
87,5066,2017,0.0183
87,5066,2018,0.0182
87,5066,2019,0.018000000000000002
87,6992,2015,0.0
87,6992,2016,0.0
87,6992,2017,0.0
87,6992,2018,0.0
87,6992,2019,0.0
87,69921,2015,0.0
87,69921,2016,0.0
87,69921,2017,0.0
87,69921,2018,0.0
87,69921,2019,0.0
87,6993,2015,0.0
87,6993,2016,0.0
87,6993,2017,0.0
87,6993,2018,0.0
87,6993,2019,0.0
87,6994,2015,0.0111
87,6994,2016,0.0106
87,6994,2017,0.0111
87,6994,2018,0.0115
87,6994,2019,0.012
88,5066,2015,0.0001
88,5066,2016,0.0001
88,5066,2017,0.0001
88,5066,2018,0.0001
88,5066,2019,0.0001
88,6992,2015,0.0
88,6992,2016,0.0
88,6992,2017,0.0
88,6992,2018,0.0
88,6992,2019,0.0
88,69921,2015,0.0
88,69921,2016,0.0
88,69921,2017,0.0
88,69921,2018,0.0
88,69921,2019,0.0
88,6993,2015,0.0
88,6993,2016,0.0
88,6993,2017,0.0
88,6993,2018,0.0
88,6993,2019,0.0
89,5058,2015,226.0875
89,5058,2016,230.9306
89,5058,2017,235.8519
89,5058,2018,240.2977
89,5058,2019,245.3271
89,5059,2015,7.6498
89,5059,2016,7.7341
89,5059,2017,7.8098
89,5059,2018,7.9883
89,5059,2019,8.099
89,5060,2015,0.3131
89,5060,2016,0.317
89,5060,2017,0.2996
89,5060,2018,0.3066
89,5060,2019,0.3954
89,5066,2015,2.8539
89,5066,2016,2.8560000000000003
89,5066,2017,2.9047
89,5066,2018,2.9661
89,5066,2019,2.8283
89,6795,2015,1.949
89,6795,2016,3.1076
89,6795,2017,2.0418
89,6795,2018,0.9841
89,6795,2019,1.7522
89,6992,2015,2.7318
89,6992,2016,3.7791
89,6992,2017,3.1958
89,6992,2018,0.4605
89,6992,2019,2.4254
89,69921,2015,2.4169
89,69921,2016,3.5881
89,69921,2017,2.7173
89,69921,2018,0.3862
89,69921,2019,2.1824
89,6993,2015,0.0
89,6993,2016,0.0
89,6993,2017,0.0
89,6993,2018,0.0
89,6993,2019,0.0
89,6994,2015,0.3035
89,6994,2016,0.3169
89,6994,2017,0.3303
89,6994,2018,0.34299999999999997
89,6994,2019,0.35600000000000004
90,5058,2015,234.3483
90,5058,2016,247.3859
90,5058,2017,259.9402
90,5058,2018,275.6909
90,5058,2019,291.0347
90,5059,2015,7.9801
90,5059,2016,8.4304
90,5059,2017,8.9042
90,5059,2018,9.4068
90,5059,2019,9.9468
90,5060,2015,188.6989
90,5060,2016,186.6482
90,5060,2017,199.7301
90,5060,2018,205.6902
90,5060,2019,212.8122
90,5066,2015,4.1146
90,5066,2016,4.1641
90,5066,2017,4.3264
90,5066,2018,4.4229
90,5066,2019,4.4931
90,6795,2015,46.1052
90,6795,2016,82.8435
90,6795,2017,61.6229
90,6795,2018,42.548
90,6795,2019,51.6985
90,6992,2015,5.4978
90,6992,2016,2.7742
90,6992,2017,1.4671
90,6992,2018,0.9490000000000001
90,6992,2019,0.9806
90,69921,2015,5.4953
90,69921,2016,2.7494
90,69921,2017,1.4548
90,69921,2018,0.9440000000000001
90,69921,2019,0.9732
90,6993,2015,13.3408
90,6993,2016,23.3454
90,6993,2017,15.940999999999999
90,6993,2018,13.3232
90,6993,2019,22.5468
90,6994,2015,0.6705
90,6994,2016,0.7109
90,6994,2017,0.8474
90,6994,2018,1.2123
90,6994,2019,1.3346
61,5058,2015,0.4278
61,5058,2016,0.4291
61,5058,2017,0.431
61,5058,2018,0.4322
61,5058,2019,0.434
61,5059,2015,0.0278
61,5059,2016,0.0279
61,5059,2017,0.0281
61,5059,2018,0.0283
61,5059,2019,0.0285
61,6992,2015,0.0
61,6992,2016,0.0
61,6992,2017,0.0041
61,6992,2018,0.0062
61,6992,2019,0.0
61,69921,2015,0.0
61,69921,2016,0.0
61,69921,2017,0.0041
61,69921,2018,0.0062
61,69921,2019,0.0
61,6993,2015,0.0
61,6993,2016,0.0
61,6993,2017,0.0
61,6993,2018,0.0
61,6993,2019,0.0
61,6994,2015,0.0041
61,6994,2016,0.0052
61,6994,2017,0.0064
61,6994,2018,0.005
61,6994,2019,0.0052
175,5058,2015,29.4744
175,5058,2016,30.6887
175,5058,2017,31.2549
175,5058,2018,31.836
175,5058,2019,32.4181
175,5059,2015,1.5645
175,5059,2016,1.5682
175,5059,2017,1.5819
175,5059,2018,1.5973
175,5059,2019,1.6159999999999999
175,5060,2015,7.6509
175,5060,2016,8.2655
175,5060,2017,7.3446
175,5060,2018,7.8548
175,5060,2019,8.4
175,5066,2015,0.1816
175,5066,2016,0.1947
175,5066,2017,0.1752
175,5066,2018,0.18600000000000003
175,5066,2019,0.1976
175,6795,2015,6.2064
175,6795,2016,4.5641
175,6795,2017,5.1408
175,6795,2018,5.9533
175,6795,2019,5.3453
175,6992,2015,9.1359
175,6992,2016,4.57
175,6992,2017,3.1172
175,6992,2018,2.9989
175,6992,2019,2.7603
175,69921,2015,9.1359
175,69921,2016,4.57
175,69921,2017,3.1172
175,69921,2018,2.9989
175,69921,2019,2.7603
175,6993,2015,0.0
175,6993,2016,0.0
175,6993,2017,0.0
175,6993,2018,0.0317
175,6993,2019,0.0
175,6994,2015,0.0991
175,6994,2016,0.1071
175,6994,2017,0.1136
175,6994,2018,0.1217
175,6994,2019,0.1274
91,5058,2015,8.0843
91,5058,2016,7.4042
91,5058,2017,7.4510000000000005
91,5058,2018,7.3869
91,5058,2019,7.3632
91,5059,2015,0.7261
91,5059,2016,0.7552
91,5059,2017,0.7682
91,5059,2018,0.7806
91,5059,2019,0.7937
91,5060,2015,50.806000000000004
91,5060,2016,39.9646
91,5060,2017,45.8198
91,5060,2018,44.4648
91,5060,2019,54.9098
91,5066,2015,0.3768
91,5066,2016,0.3088
91,5066,2017,0.3303
91,5066,2018,0.2925
91,5066,2019,0.3459
91,6795,2015,1.4413
91,6795,2016,0.7397
91,6795,2017,0.8765
91,6795,2018,0.5477
91,6795,2019,0.8983
91,6992,2015,0.5879
91,6992,2016,0.7805
91,6992,2017,0.0568
91,6992,2018,0.153
91,6992,2019,0.7438
91,69921,2015,0.5062
91,69921,2016,0.726
91,69921,2017,0.0394
91,69921,2018,0.1307
91,69921,2019,0.7240000000000001
91,6993,2015,222.9296
91,6993,2016,150.3709
91,6993,2017,47.8836
91,6993,2018,90.3838
91,6993,2019,169.6261
91,6994,2015,0.0337
91,6994,2016,0.0398
91,6994,2017,0.0381
91,6994,2018,0.040999999999999995
91,6994,2019,0.0424
69,5058,2015,1.0801
69,5058,2016,1.1059
69,5058,2017,1.0836
69,5058,2018,1.0629
69,5058,2019,1.0462
69,5059,2015,0.0314
69,5059,2016,0.0321
69,5059,2017,0.0317
69,5059,2018,0.0318
69,5059,2019,0.0312
69,5060,2015,0.4256
69,5060,2016,0.4522
69,5060,2017,0.5517
69,5060,2018,0.4445
69,5060,2019,0.3854
69,5066,2015,0.0029
69,5066,2016,0.0031
69,5066,2017,0.0035
69,5066,2018,0.0029
69,5066,2019,0.0027
69,6795,2015,0.0076
69,6795,2016,0.0345
69,6795,2017,0.0003
69,6795,2018,0.0203
69,6795,2019,0.0027
69,6992,2015,0.0311
69,6992,2016,0.0498
69,6992,2017,0.0041
69,6992,2018,0.0041
69,6992,2019,0.0104
69,69921,2015,0.0311
69,69921,2016,0.0498
69,69921,2017,0.0041
69,69921,2018,0.0041
69,69921,2019,0.0104
69,6993,2015,0.602
69,6993,2016,1.2041
69,6993,2017,0.0
69,6993,2018,0.0
69,6993,2019,0.0
69,6994,2015,0.0023
69,6994,2016,0.0036
69,6994,2017,0.0031
69,6994,2018,0.0026
69,6994,2019,0.0021
93,5058,2015,110.9075
93,5058,2016,113.8979
93,5058,2017,113.3209
93,5058,2018,113.2611
93,5058,2019,113.5807
93,5059,2015,4.0941
93,5059,2016,4.1785
93,5059,2017,4.1619
93,5059,2018,4.1641
93,5059,2019,4.172
93,5060,2015,5.8025
93,5060,2016,6.5054
93,5060,2017,7.572
93,5060,2018,6.8673
93,5060,2019,7.2808
93,5066,2015,1.0804
93,5066,2016,1.067
93,5066,2017,0.9603
93,5066,2018,1.2271
93,5066,2019,0.9502
93,6795,2015,0.0089
93,6795,2016,0.0036
93,6795,2017,0.0037
93,6795,2018,0.0211
93,6795,2019,0.0085
93,6992,2015,0.0
93,6992,2016,0.0
93,6992,2017,0.0
93,6992,2018,0.0
93,6992,2019,0.0
93,69921,2015,0.0
93,69921,2016,0.0
93,69921,2017,0.0
93,69921,2018,0.0
93,69921,2019,0.0
93,6993,2015,0.0
93,6993,2016,0.0
93,6993,2017,0.0
93,6993,2018,0.0
93,6993,2019,0.0
93,6994,2015,0.1461
93,6994,2016,0.1498
93,6994,2017,0.1534
93,6994,2018,0.1571
93,6994,2019,0.1611
95,5058,2015,169.0879
95,5058,2016,171.1621
95,5058,2017,172.6524
95,5058,2018,173.9504
95,5058,2019,175.2486
95,5059,2015,4.5707
95,5059,2016,4.6122
95,5059,2017,4.6365
95,5059,2018,4.6655
95,5059,2019,4.6945
95,5060,2015,0.5206
95,5060,2016,0.5331
95,5060,2017,0.4373
95,5060,2018,0.4338
95,5060,2019,0.4265
95,5066,2015,1.0968
95,5066,2016,1.0329
95,5066,2017,1.165
95,5066,2018,1.2038
95,5066,2019,1.0172
95,6795,2015,1.5137
95,6795,2016,2.863
95,6795,2017,1.4392
95,6795,2018,4.0851
95,6795,2019,3.6294
95,6992,2015,4.289
95,6992,2016,6.5545
95,6992,2017,2.024
95,6992,2018,4.053
95,6992,2019,4.2971
95,69921,2015,3.2948
95,69921,2016,5.4537
95,69921,2017,1.4761
95,69921,2018,3.4233
95,69921,2019,3.5334
95,6993,2015,0.0
95,6993,2016,0.0
95,6993,2017,0.0
95,6993,2018,0.0
95,6993,2019,0.0
95,6994,2015,0.2262
95,6994,2016,0.1505
95,6994,2017,0.0745
95,6994,2018,0.0893
95,6994,2019,0.0848
97,5058,2015,72.6249
97,5058,2016,73.5458
97,5058,2017,74.3093
97,5058,2018,75.973
97,5058,2019,76.723
97,5059,2015,21.3509
97,5059,2016,21.5915
97,5059,2017,20.7183
97,5059,2018,20.7308
97,5059,2019,20.1607
97,5060,2015,0.7848
97,5060,2016,0.8142
97,5060,2017,0.7742
97,5060,2018,0.8204
97,5060,2019,0.742
97,5066,2015,4.2104
97,5066,2016,3.8634
97,5066,2017,3.7176
97,5066,2018,3.6481
97,5066,2019,3.8753
97,6795,2015,0.005
97,6795,2017,0.0081
97,6795,2019,0.0047
97,6992,2015,0.0
97,6992,2016,0.0
97,6992,2017,0.005
97,6992,2018,0.0
97,6992,2019,0.005
97,69921,2015,0.0
97,69921,2016,0.0
97,69921,2017,0.0
97,69921,2018,0.0
97,69921,2019,0.0
97,6993,2015,0.0416
97,6993,2016,0.0
97,6993,2017,0.0569
97,6993,2018,0.2411
97,6993,2019,0.0109
97,6994,2015,0.1095
97,6994,2016,0.1222
97,6994,2017,0.1133
97,6994,2018,0.11599999999999999
97,6994,2019,0.1161
264,6992,2015,0.0
264,6992,2016,0.0
264,6992,2017,0.0
264,6992,2018,0.0
264,6992,2019,0.0
264,69921,2015,0.0
264,69921,2016,0.0
264,69921,2017,0.0
264,69921,2018,0.0
264,69921,2019,0.0
264,6993,2015,0.0
264,6993,2016,0.0
264,6993,2017,0.0
264,6993,2018,0.0
264,6993,2019,0.0
264,6994,2015,0.0084
264,6994,2016,0.0083
264,6994,2017,0.0081
264,6994,2018,0.0066
264,6994,2019,0.0062
161,6992,2015,0.0
161,6992,2016,0.0
161,6992,2017,0.0
161,6992,2018,0.0
161,6992,2019,0.0
161,69921,2015,0.0
161,69921,2016,0.0
161,69921,2017,0.0
161,69921,2018,0.0
161,69921,2019,0.0
161,6993,2015,0.0
161,6993,2016,0.0
161,6993,2017,0.0
161,6993,2018,0.0
161,6993,2019,0.0
259,6994,2015,0.052000000000000005
259,6994,2016,0.0498
259,6994,2017,0.0552
259,6994,2018,0.0598
259,6994,2019,0.0578
36,6992,2015,0.0
36,6992,2016,0.0
36,6992,2017,0.0
36,6992,2018,0.0
36,6992,2019,0.0
36,69921,2015,0.0
36,69921,2016,0.0
36,69921,2017,0.0
36,69921,2018,0.0
36,69921,2019,0.0
36,6993,2015,0.0
36,6993,2016,0.0
36,6993,2017,0.0
36,6993,2018,0.0
36,6993,2019,0.0
36,6994,2015,0.0003
36,6994,2016,0.0003
36,6994,2017,0.0003
36,6994,2018,0.0003
36,6994,2019,0.0003
47,5058,2015,0.0497
47,5058,2016,0.0426
47,5058,2017,0.038
47,5058,2018,0.0349
47,5058,2019,0.0329
47,5059,2015,0.4486
47,5059,2016,0.3594
47,5059,2017,0.2908
47,5059,2018,0.2483
47,5059,2019,0.2218
47,6992,2015,0.0
47,6992,2016,0.0
47,6992,2017,0.0
47,6992,2018,0.0
47,6992,2019,0.0
47,69921,2015,0.0
47,69921,2016,0.0
47,69921,2017,0.0
47,69921,2018,0.0
47,69921,2019,0.0
47,6993,2015,0.0
47,6993,2016,0.0
47,6993,2017,0.0
47,6993,2018,0.0
47,6993,2019,0.0
47,6994,2015,0.0003
47,6994,2016,0.0002
47,6994,2017,0.0002
47,6994,2018,0.0002
47,6994,2019,0.0002
65,6992,2015,0.0
65,6992,2016,0.0
65,6992,2017,0.0
65,6992,2018,0.0
65,6992,2019,0.0
65,69921,2015,0.0
65,69921,2016,0.0
65,69921,2017,0.0
65,69921,2018,0.0
